obsnme,obsval,weight,obgnme
loc009n0031,67.53333333333335,0.03584207040039643,09244X0025
loc009n0032,67.35666666666667,0.03584207040039643,09244X0025
loc009n0033,67.56333333333333,0.03584207040039643,09244X0025
loc009n0034,67.29666666666667,0.03584207040039643,09244X0025
loc009n0035,67.08333333333333,0.03584207040039643,09244X0025
loc009n0036,67.12,0.03584207040039643,09244X0025
loc009n0037,67.14,0.03584207040039643,09244X0025
loc009n0038,67.38333333333333,0.03584207040039643,09244X0025
loc009n0039,67.53333333333333,0.03584207040039643,09244X0025
loc009n0040,67.38333333333333,0.03584207040039643,09244X0025
loc010n0001,-3.52,0.0019615047953141025,08037X0021
loc010n0002,-4.055,0.0019615047953141025,08037X0021
loc010n0003,-9999.0,0.0,08037X0021
loc010n0004,-9999.0,0.0,08037X0021
loc010n0005,-9999.0,0.0,08037X0021
loc010n0006,-4.597499999999998,0.2696509261513443,08037X0021
loc010n0007,-4.329999999999999,0.5607438522083112,08037X0021
loc010n0008,-5.138888888888889,0.23941936370609354,08037X0021
loc010n0009,-5.049166666666666,0.4733553955597054,08037X0021
loc010n0010,-7.3199999999999985,0.17352233245564336,08037X0021
loc010n0011,-6.845833333333334,0.2126831873255645,08037X0021
loc010n0012,-6.448333333333332,0.4666798264092463,08037X0021
loc010n0013,-6.479000000000001,0.33357030414829125,08037X0021
loc010n0014,-8.484166666666669,0.4459784275391908,08037X0021
loc010n0015,-7.707000000000002,0.4404025063600241,08037X0021
loc010n0016,-8.12,0.5465410027205595,08037X0021
loc010n0017,-7.127857142857143,0.6453289542816596,08037X0021
loc010n0018,-10.114166666666668,0.055390255700757965,08037X0021
loc010n0019,-11.536666666666667,0.6491677701972318,08037X0021
loc010n0020,-11.638461538461538,0.108692377001632,08037X0021
loc010n0021,-11.034166666666666,0.5228409367685602,08037X0021
loc010n0022,-9.675454545454542,0.6746659372096782,08037X0021
loc010n0023,-8.683636363636364,0.3474228118392507,08037X0021
loc010n0024,-9.35727272727273,0.2425979165289939,08037X0021
loc010n0025,-7.690833333333333,0.5279623210890181,08037X0021
loc010n0026,-7.377499999999999,1.5727359081522234,08037X0021
loc010n0027,-5.63,0.2247037689358888,08037X0021
loc010n0028,-6.729230769230768,0.23738754584400676,08037X0021
loc010n0029,-6.788181818181817,0.2654435845291053,08037X0021
loc010n0030,-5.831666666666666,0.9291876858228716,08037X0021
loc010n0031,-7.5963636363636375,0.4282773784808953,08037X0021
loc010n0032,-8.11,0.0019615047953141025,08037X0021
loc010n0033,-8.45,0.0019615047953141025,08037X0021
loc010n0034,-10.35,0.0019615047953141025,08037X0021
loc010n0035,-9999.0,0.0,08037X0021
loc010n0036,-9999.0,0.0,08037X0021
loc010n0037,-9999.0,0.0,08037X0021
loc010n0038,-9999.0,0.0,08037X0021
loc010n0039,-9999.0,0.0,08037X0021
loc010n0040,-9999.0,0.0,08037X0021
loc011n0001,-9999.0,0.0,08502X0079
loc011n0002,-9999.0,0.0,08502X0079
loc011n0003,-9999.0,0.0,08502X0079
loc011n0004,-9999.0,0.0,08502X0079
loc011n0005,-9999.0,0.0,08502X0079
loc011n0006,-9999.0,0.0,08502X0079
loc011n0007,-9999.0,0.0,08502X0079
loc011n0008,-9999.0,0.0,08502X0079
loc011n0009,-9999.0,0.0,08502X0079
loc011n0010,-9999.0,0.0,08502X0079
loc011n0011,-9999.0,0.0,08502X0079
loc011n0012,-9999.0,0.0,08502X0079
loc011n0013,-9999.0,0.0,08502X0079
loc011n0014,-9999.0,0.0,08502X0079
loc011n0015,-9999.0,0.0,08502X0079
loc011n0016,-9999.0,0.0,08502X0079
loc011n0017,8.493333333333332,0.03434865080037991,08502X0079
loc011n0018,8.288888888888888,1.7769470733023558,08502X0079
loc011n0019,8.2125,4.2727572879644224,08502X0079
loc011n0020,8.300833333333333,4.711761556309145,08502X0079
loc011n0021,8.584545454545454,5.260503617139689,08502X0079
loc011n0022,8.580526315789474,7.8664319085140395,08502X0079
loc011n0023,8.882962962962965,5.5555946368023585,08502X0079
loc011n0024,8.711379310344828,6.528828208973987,08502X0079
loc011n0025,8.691764705882353,7.674384021444826,08502X0079
loc011n0026,8.70945945945946,9.737885615054026,08502X0079
loc011n0027,8.739523809523808,8.071782751054268,08502X0079
loc011n0028,8.689795918367349,9.559205562733014,08502X0079
loc011n0029,8.851521739130437,7.756299513000164,08502X0079
loc011n0030,8.681355932203388,7.3676229038230225,08502X0079
loc011n0031,8.533541666666663,12.276191453082609,08502X0079
loc011n0032,8.597457627118645,10.001834133606913,08502X0079
loc011n0033,8.626666666666663,10.583217510317946,08502X0079
loc011n0034,8.518125000000005,10.056884251547787,08502X0079
loc011n0035,8.53217391304348,9.562813638594768,08502X0079
loc011n0036,8.959999999999997,5.751533742331263,08502X0079
loc011n0037,8.305911602209946,13.207490980849796,08502X0079
loc011n0038,8.334191780821909,14.347867792314956,08502X0079
loc011n0039,8.180356164383554,12.355324220714689,08502X0079
loc011n0040,7.982410958904095,14.369595877615188,08502X0079
loc012n0001,-9999.0,0.0,08277X0124
loc012n0002,-9999.0,0.0,08277X0124
loc012n0003,-9999.0,0.0,08277X0124
loc012n0004,-9999.0,0.0,08277X0124
loc012n0005,-9999.0,0.0,08277X0124
loc012n0006,-9999.0,0.0,08277X0124
loc012n0007,-9999.0,0.0,08277X0124
loc012n0008,-9999.0,0.0,08277X0124
loc012n0009,-9999.0,0.0,08277X0124
loc012n0010,-9999.0,0.0,08277X0124
loc012n0011,-9999.0,0.0,08277X0124
loc012n0012,-9999.0,0.0,08277X0124
loc012n0013,-9999.0,0.0,08277X0124
loc012n0014,-9999.0,0.0,08277X0124
loc012n0015,-9999.0,0.0,08277X0124
loc012n0016,-9999.0,0.0,08277X0124
loc012n0017,12.45,0.022398748888082118,08277X0124
loc012n0018,11.05,0.022398748888082118,08277X0124
loc012n0019,10.2,0.022398748888082118,08277X0124
loc012n0020,10.525,0.022398748888082118,08277X0124
loc012n0021,12.4,0.022398748888082118,08277X0124
loc012n0022,-9999.0,0.0,08277X0124
loc012n0023,-9999.0,0.0,08277X0124
loc012n0024,-9999.0,0.0,08277X0124
loc012n0025,-9999.0,0.0,08277X0124
loc012n0026,11.925,0.022398748888082118,08277X0124
loc012n0027,13.11,0.022398748888082118,08277X0124
loc012n0028,13.29,0.022398748888082118,08277X0124
loc012n0029,-9999.0,0.0,08277X0124
loc012n0030,-9999.0,0.0,08277X0124
loc012n0031,-9999.0,0.0,08277X0124
loc012n0032,-9999.0,0.0,08277X0124
loc012n0033,-9999.0,0.0,08277X0124
loc012n0034,-9999.0,0.0,08277X0124
loc012n0035,-9999.0,0.0,08277X0124
loc012n0036,-9999.0,0.0,08277X0124
loc012n0037,-9999.0,0.0,08277X0124
loc012n0038,-9999.0,0.0,08277X0124
loc012n0039,-9999.0,0.0,08277X0124
loc012n0040,-9999.0,0.0,08277X0124
loc013n0001,-9999.0,0.0,08022X0004
loc013n0002,-9999.0,0.0,08022X0004
loc013n0003,-9999.0,0.0,08022X0004
loc013n0004,-9999.0,0.0,08022X0004
loc013n0005,-9999.0,0.0,08022X0004
loc013n0006,-9999.0,0.0,08022X0004
loc013n0007,-9999.0,0.0,08022X0004
loc013n0008,-9999.0,0.0,08022X0004
loc013n0009,-9999.0,0.0,08022X0004
loc013n0010,-9999.0,0.0,08022X0004
loc013n0011,-9999.0,0.0,08022X0004
loc013n0012,-9999.0,0.0,08022X0004
loc013n0013,-9999.0,0.0,08022X0004
loc013n0014,-9999.0,0.0,08022X0004
loc013n0015,-9999.0,0.0,08022X0004
loc013n0016,-9999.0,0.0,08022X0004
loc013n0017,-9999.0,0.0,08022X0004
loc013n0018,-9999.0,0.0,08022X0004
loc013n0019,-9999.0,0.0,08022X0004
loc013n0020,-9999.0,0.0,08022X0004
loc013n0021,-9999.0,0.0,08022X0004
loc013n0022,-9999.0,0.0,08022X0004
loc013n0023,-9999.0,0.0,08022X0004
loc013n0024,-9999.0,0.0,08022X0004
loc013n0025,-9999.0,0.0,08022X0004
loc013n0026,31.19333333333333,0.13232611338804934,08022X0004
loc013n0027,31.23166666666667,5.695178513644687,08022X0004
loc013n0028,31.179999999999996,6.795608991113397,08022X0004
loc013n0029,31.390833333333337,5.625549370055682,08022X0004
loc013n0030,31.30083333333333,3.6720344670508194,08022X0004
loc013n0031,30.996666666666666,9.7424164144955,08022X0004
loc013n0032,30.961264367816092,18.139526834717,08022X0004
loc013n0033,31.088431372549014,20.983216483919442,08022X0004
loc013n0034,31.096590909090924,21.490396301207443,08022X0004
loc013n0035,31.021487603305783,24.46606113654025,08022X0004
loc013n0036,31.19574803149605,23.57403606270269,08022X0004
loc013n0037,31.20765217391307,23.8438431615096,08022X0004
loc013n0038,31.244532871972307,23.199714030097237,08022X0004
loc013n0039,31.30469565217393,17.663322556205298,08022X0004
loc013n0040,30.97556164383565,23.21683266985193,08022X0004
loc014n0001,-9999.0,0.0,08763X0002
loc014n0002,-9999.0,0.0,08763X0002
loc014n0003,-9999.0,0.0,08763X0002
loc014n0004,-9999.0,0.0,08763X0002
loc014n0005,-9999.0,0.0,08763X0002
loc014n0006,20.23,0.006080664865473718,08763X0002
loc014n0007,-9999.0,0.0,08763X0002
loc014n0008,19.21,0.006080664865473718,08763X0002
loc014n0009,-9999.0,0.0,08763X0002
loc014n0010,-9999.0,0.0,08763X0002
loc014n0011,-9999.0,0.0,08763X0002
loc014n0012,-9999.0,0.0,08763X0002
loc014n0013,14.85,0.006080664865473718,08763X0002
loc014n0014,-9999.0,0.0,08763X0002
loc014n0015,13.53,0.006080664865473718,08763X0002
loc014n0016,-9999.0,0.0,08763X0002
loc014n0017,11.13,0.006080664865473718,08763X0002
loc014n0018,10.63,0.006080664865473718,08763X0002
loc014n0019,-9999.0,0.0,08763X0002
loc014n0020,7.363333333333332,0.006080664865473718,08763X0002
loc014n0021,6.23,0.006080664865473718,08763X0002
loc014n0022,4.579999999999999,0.006080664865473718,08763X0002
loc014n0023,-9999.0,0.0,08763X0002
loc014n0024,-9999.0,0.0,08763X0002
loc014n0025,2.92,0.006080664865473718,08763X0002
loc014n0026,-9999.0,0.0,08763X0002
loc014n0027,-9999.0,0.0,08763X0002
