obsnme,obsval,weight,obgnme
loc108n0009,-9999.0,0.0,07818X0009
loc108n0010,-9999.0,0.0,07818X0009
loc108n0011,42.3,0.0037566109876073415,07818X0009
loc108n0012,42.725,0.0037566109876073415,07818X0009
loc108n0013,43.05,0.0037566109876073415,07818X0009
loc108n0014,43.05,0.0037566109876073415,07818X0009
loc108n0015,43.3,0.0037566109876073415,07818X0009
loc108n0016,43.6,0.0037566109876073415,07818X0009
loc108n0017,44.4,0.0037566109876073415,07818X0009
loc108n0018,42.99,0.0037566109876073415,07818X0009
loc108n0019,43.4,0.0037566109876073415,07818X0009
loc108n0020,44.5,0.0037566109876073415,07818X0009
loc108n0021,44.5,0.0037566109876073415,07818X0009
loc108n0022,-9999.0,0.0,07818X0009
loc108n0023,-9999.0,0.0,07818X0009
loc108n0024,-9999.0,0.0,07818X0009
loc108n0025,43.0,0.0037566109876073415,07818X0009
loc108n0026,-9999.0,0.0,07818X0009
loc108n0027,-9999.0,0.0,07818X0009
loc108n0028,-9999.0,0.0,07818X0009
loc108n0029,-9999.0,0.0,07818X0009
loc108n0030,-9999.0,0.0,07818X0009
loc108n0031,-9999.0,0.0,07818X0009
loc108n0032,-9999.0,0.0,07818X0009
loc108n0033,-9999.0,0.0,07818X0009
loc108n0034,-9999.0,0.0,07818X0009
loc108n0035,-9999.0,0.0,07818X0009
loc108n0036,-9999.0,0.0,07818X0009
loc108n0037,-9999.0,0.0,07818X0009
loc108n0038,-9999.0,0.0,07818X0009
loc108n0039,-9999.0,0.0,07818X0009
loc108n0040,-9999.0,0.0,07818X0009
loc109n0001,-9999.0,0.0,07786X0001
loc109n0002,-9999.0,0.0,07786X0001
loc109n0003,-9999.0,0.0,07786X0001
loc109n0004,-9999.0,0.0,07786X0001
loc109n0005,-9999.0,0.0,07786X0001
loc109n0006,-9999.0,0.0,07786X0001
loc109n0007,-9999.0,0.0,07786X0001
loc109n0008,-9999.0,0.0,07786X0001
loc109n0009,-9999.0,0.0,07786X0001
loc109n0010,-9999.0,0.0,07786X0001
loc109n0011,-9999.0,0.0,07786X0001
loc109n0012,-9999.0,0.0,07786X0001
loc109n0013,-9999.0,0.0,07786X0001
loc109n0014,-9999.0,0.0,07786X0001
loc109n0015,-9999.0,0.0,07786X0001
loc109n0016,-9999.0,0.0,07786X0001
loc109n0017,-9999.0,0.0,07786X0001
loc109n0018,-9999.0,0.0,07786X0001
loc109n0019,-9999.0,0.0,07786X0001
loc109n0020,-9999.0,0.0,07786X0001
loc109n0021,-9999.0,0.0,07786X0001
loc109n0022,-9999.0,0.0,07786X0001
loc109n0023,-9999.0,0.0,07786X0001
loc109n0024,-9999.0,0.0,07786X0001
loc109n0025,-9999.0,0.0,07786X0001
loc109n0026,26.74,0.019909999011628557,07786X0001
loc109n0027,26.465,0.019909999011628557,07786X0001
loc109n0028,25.83,0.019909999011628557,07786X0001
loc109n0029,26.92,0.019909999011628557,07786X0001
loc109n0030,-9999.0,0.0,07786X0001
loc109n0031,26.185,0.019909999011628557,07786X0001
loc109n0032,-9999.0,0.0,07786X0001
loc109n0033,26.005,0.019909999011628557,07786X0001
loc109n0034,-9999.0,0.0,07786X0001
loc109n0035,-9999.0,0.0,07786X0001
loc109n0036,25.81,0.019909999011628557,07786X0001
loc109n0037,26.09,0.019909999011628557,07786X0001
loc109n0038,-9999.0,0.0,07786X0001
loc109n0039,25.47,0.019909999011628557,07786X0001
loc109n0040,-9999.0,0.0,07786X0001
loc110n0001,25.22,0.003576861685572776,08764X0003
loc110n0002,25.25,0.003576861685572776,08764X0003
loc110n0003,-9999.0,0.0,08764X0003
loc110n0004,-9999.0,0.0,08764X0003
loc110n0005,-9999.0,0.0,08764X0003
loc110n0006,-9999.0,0.0,08764X0003
loc110n0007,22.07,0.003576861685572776,08764X0003
loc110n0008,23.1,0.003576861685572776,08764X0003
loc110n0009,23.27,0.003576861685572776,08764X0003
loc110n0010,-9999.0,0.0,08764X0003
loc110n0011,23.37,0.003576861685572776,08764X0003
loc110n0012,23.02,0.003576861685572776,08764X0003
loc110n0013,22.7,0.003576861685572776,08764X0003
loc110n0014,-9999.0,0.0,08764X0003
loc110n0015,15.24,0.003576861685572776,08764X0003
loc110n0016,13.625,0.003576861685572776,08764X0003
loc110n0017,13.43,0.003576861685572776,08764X0003
loc110n0018,-9999.0,0.0,08764X0003
loc110n0019,-9999.0,0.0,08764X0003
loc110n0020,9.61,0.003576861685572776,08764X0003
loc110n0021,9.14,0.003576861685572776,08764X0003
loc110n0022,8.66,0.003576861685572776,08764X0003
loc110n0023,-9999.0,0.0,08764X0003
loc110n0024,7.34,0.003576861685572776,08764X0003
loc110n0025,6.76,0.003576861685572776,08764X0003
loc110n0026,3.76,0.003576861685572776,08764X0003
loc110n0027,-9999.0,0.0,08764X0003
loc110n0028,-9999.0,0.0,08764X0003
loc110n0029,-9999.0,0.0,08764X0003
loc110n0030,-9999.0,0.0,08764X0003
loc110n0031,-9999.0,0.0,08764X0003
loc110n0032,-9999.0,0.0,08764X0003
loc110n0033,-9999.0,0.0,08764X0003
loc110n0034,-9999.0,0.0,08764X0003
loc110n0035,-9999.0,0.0,08764X0003
loc110n0036,-9999.0,0.0,08764X0003
loc110n0037,-9999.0,0.0,08764X0003
loc110n0038,-9999.0,0.0,08764X0003
loc110n0039,-9999.0,0.0,08764X0003
loc110n0040,-9999.0,0.0,08764X0003
loc111n0001,-9999.0,0.0,08308X0006
loc111n0002,-9999.0,0.0,08308X0006
loc111n0003,-9999.0,0.0,08308X0006
loc111n0004,-9999.0,0.0,08308X0006
loc111n0005,-9999.0,0.0,08308X0006
loc111n0006,-9999.0,0.0,08308X0006
loc111n0007,-9999.0,0.0,08308X0006
loc111n0008,-9999.0,0.0,08308X0006
loc111n0009,-9999.0,0.0,08308X0006
loc111n0010,-9999.0,0.0,08308X0006
loc111n0011,-9999.0,0.0,08308X0006
loc111n0012,-9999.0,0.0,08308X0006
loc111n0013,-9999.0,0.0,08308X0006
loc111n0014,-9999.0,0.0,08308X0006
loc111n0015,-9999.0,0.0,08308X0006
loc111n0016,-9999.0,0.0,08308X0006
loc111n0017,-9999.0,0.0,08308X0006
loc111n0018,-9999.0,0.0,08308X0006
loc111n0019,-9999.0,0.0,08308X0006
loc111n0020,-9999.0,0.0,08308X0006
loc111n0021,-9999.0,0.0,08308X0006
loc111n0022,-9999.0,0.0,08308X0006
loc111n0023,80.39,0.0172784880997037,08308X0006
loc111n0024,79.79,0.0172784880997037,08308X0006
loc111n0025,80.4025,0.0172784880997037,08308X0006
loc111n0026,80.36,0.0172784880997037,08308X0006
loc111n0027,74.31666666666666,0.0172784880997037,08308X0006
loc111n0028,80.05666666666667,0.0172784880997037,08308X0006
loc111n0029,79.93666666666667,0.0172784880997037,08308X0006
loc111n0030,79.904,0.0172784880997037,08308X0006
loc111n0031,79.74714285714286,2.8236866975543657,08308X0006
loc111n0032,79.62083333333331,8.426293866998595,08308X0006
loc111n0033,79.69333333333334,16.740222188403244,08308X0006
loc111n0034,79.52499999999998,18.65513440176378,08308X0006
loc111n0035,77.74583333333334,0.019194288756829752,08308X0006
loc111n0036,79.29,0.0172784880997037,08308X0006
loc111n0037,79.7775,0.0172784880997037,08308X0006
loc111n0038,79.7925,0.0172784880997037,08308X0006
loc111n0039,80.55749999999998,0.0172784880997037,08308X0006
loc111n0040,79.52,0.0172784880997037,08308X0006
loc112n0001,-9999.0,0.0,08512X0022
loc112n0002,-9999.0,0.0,08512X0022
loc112n0003,32.55,0.004715526081701499,08512X0022
loc112n0004,32.684285714285714,0.4669524712268331,08512X0022
loc112n0005,28.732,0.056145041056622734,08512X0022
loc112n0006,30.91684210526316,0.09699257229746937,08512X0022
loc112n0007,31.314705882352936,0.06551595449227796,08512X0022
loc112n0008,29.921250000000004,0.030752987474942487,08512X0022
loc112n0009,30.348000000000003,0.1466946427787062,08512X0022
loc112n0010,30.302307692307696,0.031266086694531195,08512X0022
loc112n0011,29.212499999999995,0.049076073211462984,08512X0022
loc112n0012,29.3,0.13038963584150298,08512X0022
loc112n0013,26.62083333333333,0.014123039063949802,08512X0022
loc112n0014,28.3075,0.08807242195257159,08512X0022
loc112n0015,28.257272727272724,0.07024011368077956,08512X0022
loc112n0016,28.227692307692305,0.0379673195735124,08512X0022
loc112n0017,29.051176470588235,0.24479321548403474,08512X0022
loc112n0018,26.62909090909091,0.0934923627262602,08512X0022
loc112n0019,25.30555555555555,0.08713625943009544,08512X0022
loc112n0020,26.13692307692308,0.07171933279914926,08512X0022
loc112n0021,26.34,0.10871761055296147,08512X0022
loc112n0022,24.997000000000003,0.024923871557453244,08512X0022
loc112n0023,25.9705,0.25750170047685433,08512X0022
loc112n0024,25.13166666666667,0.05766200657667218,08512X0022
loc112n0025,22.081999999999997,0.004715526081701499,08512X0022
loc112n0026,24.7,0.07826866726349642,08512X0022
loc112n0027,21.482,0.022366518407465737,08512X0022
loc112n0028,22.263,0.018005903127304875,08512X0022
loc112n0029,23.829166666666666,0.14292590145594725,08512X0022
loc112n0030,24.12333333333333,0.004715526081701499,08512X0022
loc112n0031,21.672000000000004,0.004715526081701499,08512X0022
loc112n0032,20.1175,0.004715526081701499,08512X0022
loc112n0033,18.0275,0.004715526081701499,08512X0022
loc112n0034,18.2825,0.004715526081701499,08512X0022
loc112n0035,18.755000000000006,0.004715526081701499,08512X0022
loc112n0036,17.935,0.004715526081701499,08512X0022
loc112n0037,23.4025,0.004715526081701499,08512X0022
loc112n0038,24.0825,0.004715526081701499,08512X0022
loc112n0039,18.6275,0.004715526081701499,08512X0022
loc112n0040,18.15,0.004715526081701499,08512X0022
loc113n0001,-9999.0,0.0,08262X0290
loc113n0002,-9999.0,0.0,08262X0290
loc113n0003,-9999.0,0.0,08262X0290
loc113n0004,-9999.0,0.0,08262X0290
loc113n0005,-9999.0,0.0,08262X0290
loc113n0006,-9999.0,0.0,08262X0290
loc113n0007,-9999.0,0.0,08262X0290
loc113n0008,-9999.0,0.0,08262X0290
loc113n0009,-9999.0,0.0,08262X0290
loc113n0010,-9999.0,0.0,08262X0290
loc113n0011,-9999.0,0.0,08262X0290
loc113n0012,-9999.0,0.0,08262X0290
loc113n0013,-9999.0,0.0,08262X0290
loc113n0014,-9999.0,0.0,08262X0290
loc113n0015,-9999.0,0.0,08262X0290
loc113n0016,-9999.0,0.0,08262X0290
loc113n0017,-9999.0,0.0,08262X0290
loc113n0018,-9999.0,0.0,08262X0290
loc113n0019,-9999.0,0.0,08262X0290
loc113n0020,-9999.0,0.0,08262X0290
loc113n0021,-9999.0,0.0,08262X0290
loc113n0022,-9999.0,0.0,08262X0290
loc113n0023,-9999.0,0.0,08262X0290
loc113n0024,-9999.0,0.0,08262X0290
loc113n0025,-9999.0,0.0,08262X0290
loc113n0026,-9999.0,0.0,08262X0290
loc113n0027,-9999.0,0.0,08262X0290
loc113n0028,-9999.0,0.0,08262X0290
loc113n0029,-9999.0,0.0,08262X0290
loc113n0030,-9999.0,0.0,08262X0290
loc113n0031,-9999.0,0.0,08262X0290
loc113n0032,-9999.0,0.0,08262X0290
loc113n0033,-9999.0,0.0,08262X0290
loc113n0034,-9999.0,0.0,08262X0290
loc113n0035,-9999.0,0.0,08262X0290
loc113n0036,-9999.0,0.0,08262X0290
loc113n0037,-9999.0,0.0,08262X0290
loc113n0038,37.99773333333334,67.59366504066185,08262X0290
loc113n0039,38.318219178082174,84.20643118420129,08262X0290
loc113n0040,38.09126027397264,87.60792548533459,08262X0290
loc114n0001,-9999.0,0.0,08018X0002
loc114n0002,-9999.0,0.0,08018X0002
loc114n0003,-9999.0,0.0,08018X0002
loc114n0004,-9999.0,0.0,08018X0002
loc114n0005,-9999.0,0.0,08018X0002
loc114n0006,-9999.0,0.0,08018X0002
loc114n0007,-9999.0,0.0,08018X0002
loc114n0008,-9999.0,0.0,08018X0002
loc114n0009,11.64,0.014932499258721412,08018X0002
loc114n0010,-9999.0,0.0,08018X0002
loc114n0011,-9999.0,0.0,08018X0002
loc114n0012,-9999.0,0.0,08018X0002
loc114n0013,-9999.0,0.0,08018X0002
loc114n0014,-9999.0,0.0,08018X0002
loc114n0015,-9999.0,0.0,08018X0002
loc114n0016,-9999.0,0.0,08018X0002
loc114n0017,-9999.0,0.0,08018X0002
loc114n0018,10.74,0.014932499258721412,08018X0002
loc114n0019,-9999.0,0.0,08018X0002
loc114n0020,9.94,0.014932499258721412,08018X0002
loc114n0021,-9999.0,0.0,08018X0002
loc114n0022,-9999.0,0.0,08018X0002
loc114n0023,-9999.0,0.0,08018X0002
loc114n0024,11.14,0.014932499258721412,08018X0002
loc114n0025,10.99,0.014932499258721412,08018X0002
loc114n0026,11.19,0.014932499258721412,08018X0002
loc114n0027,11.3,0.014932499258721412,08018X0002
loc114n0028,9.94,0.014932499258721412,08018X0002
loc114n0029,10.73,0.014932499258721412,08018X0002
loc114n0030,10.58,0.014932499258721412,08018X0002
loc114n0031,-9999.0,0.0,08018X0002
loc114n0032,-9999.0,0.0,08018X0002
loc114n0033,-9999.0,0.0,08018X0002
loc114n0034,9.76,0.014932499258721412,08018X0002
loc114n0035,10.585,0.014932499258721412,08018X0002
loc114n0036,-9999.0,0.0,08018X0002
loc114n0037,-9999.0,0.0,08018X0002
loc114n0038,-9999.0,0.0,08018X0002
loc114n0039,-9999.0,0.0,08018X0002
loc114n0040,-9999.0,0.0,08018X0002
loc115n0001,-9999.0,0.0,08051X0001
loc115n0002,-9999.0,0.0,08051X0001
loc115n0003,-9999.0,0.0,08051X0001
loc115n0004,-9999.0,0.0,08051X0001
loc115n0005,-9999.0,0.0,08051X0001
loc115n0006,-9999.0,0.0,08051X0001
loc115n0007,-9999.0,0.0,08051X0001
loc115n0008,-9999.0,0.0,08051X0001
loc115n0009,-9999.0,0.0,08051X0001
loc115n0010,-9999.0,0.0,08051X0001
loc115n0011,-9999.0,0.0,08051X0001
loc115n0012,-9999.0,0.0,08051X0001
loc115n0013,-9999.0,0.0,08051X0001
loc115n0014,-9999.0,0.0,08051X0001
loc115n0015,-9999.0,0.0,08051X0001
loc115n0016,-9999.0,0.0,08051X0001
loc115n0017,-9999.0,0.0,08051X0001
loc115n0018,-9999.0,0.0,08051X0001
loc115n0019,-9999.0,0.0,08051X0001
loc115n0020,-9999.0,0.0,08051X0001
loc115n0021,-9999.0,0.0,08051X0001
loc115n0022,-9999.0,0.0,08051X0001
loc115n0023,-9999.0,0.0,08051X0001
loc115n0024,-9999.0,0.0,08051X0001
loc115n0025,-9999.0,0.0,08051X0001
loc115n0026,-9999.0,0.0,08051X0001
loc115n0027,-9999.0,0.0,08051X0001
loc115n0028,-9999.0,0.0,08051X0001
loc115n0029,-9999.0,0.0,08051X0001
loc115n0030,-9999.0,0.0,08051X0001
loc115n0031,-9999.0,0.0,08051X0001
loc115n0032,-9999.0,0.0,08051X0001
loc115n0033,-9999.0,0.0,08051X0001
loc115n0034,-9999.0,0.0,08051X0001
loc115n0035,-9999.0,0.0,08051X0001
loc115n0036,-9999.0,0.0,08051X0001
loc115n0037,-9999.0,0.0,08051X0001
loc115n0038,-9999.0,0.0,08051X0001
loc115n0039,-9999.0,0.0,08051X0001
loc115n0040,7.014393939393938,321.72264448176657,08051X0001
loc116n0001,-9999.0,0.0,09264X0044
loc116n0002,-9999.0,0.0,09264X0044
loc116n0003,-9999.0,0.0,09264X0044
loc116n0004,-9999.0,0.0,09264X0044
loc116n0005,-9999.0,0.0,09264X0044
loc116n0006,-9999.0,0.0,09264X0044
loc116n0007,-9999.0,0.0,09264X0044
loc116n0008,-9999.0,0.0,09264X0044
loc116n0009,-9999.0,0.0,09264X0044
loc116n0010,-9999.0,0.0,09264X0044
loc116n0011,-9999.0,0.0,09264X0044
loc116n0012,-9999.0,0.0,09264X0044
loc116n0013,-9999.0,0.0,09264X0044
loc116n0014,-9999.0,0.0,09264X0044
loc116n0015,-9999.0,0.0,09264X0044
loc116n0016,-9999.0,0.0,09264X0044
loc116n0017,-9999.0,0.0,09264X0044
loc116n0018,143.54500000000004,0.02969451013598247,09264X0044
loc116n0019,143.15333333333334,0.02969451013598247,09264X0044
loc116n0020,143.55999999999997,0.02969451013598247,09264X0044
loc116n0021,143.73666666666662,0.02969451013598247,09264X0044
loc116n0022,144.03,0.02969451013598247,09264X0044
loc116n0023,144.18333333333334,0.02969451013598247,09264X0044
loc116n0024,143.67333333333332,0.02969451013598247,09264X0044
loc116n0025,143.48333333333338,0.02969451013598247,09264X0044
loc116n0026,143.57666666666668,0.02969451013598247,09264X0044
loc116n0027,144.07333333333338,0.02969451013598247,09264X0044
loc116n0028,143.73666666666668,0.02969451013598247,09264X0044
loc116n0029,143.78333333333333,0.02969451013598247,09264X0044
loc116n0030,143.93333333333334,0.02969451013598247,09264X0044
loc116n0031,143.16,0.02969451013598247,09264X0044
loc116n0032,143.4,0.02969451013598247,09264X0044
loc116n0033,143.73333333333338,0.02969451013598247,09264X0044
loc116n0034,143.27,0.02969451013598247,09264X0044
loc116n0035,143.30999999999997,0.02969451013598247,09264X0044
loc116n0036,143.47333333333333,0.02969451013598247,09264X0044
loc116n0037,143.35,0.02969451013598247,09264X0044
loc116n0038,143.54333333333332,0.02969451013598247,09264X0044
loc116n0039,143.6,0.02969451013598247,09264X0044
loc116n0040,143.50333333333333,0.02969451013598247,09264X0044
loc117n0001,-9999.0,0.0,08254X0012
loc117n0002,10.9,0.00217166602338347,08254X0012
loc117n0003,-9999.0,0.0,08254X0012
loc117n0004,9.25,0.00217166602338347,08254X0012
loc117n0005,-9999.0,0.0,08254X0012
loc117n0006,-9999.0,0.0,08254X0012
loc117n0007,8.52,0.00217166602338347,08254X0012
loc117n0008,-9999.0,0.0,08254X0012
loc117n0009,-9999.0,0.0,08254X0012
loc117n0010,-9999.0,0.0,08254X0012
loc117n0011,-9999.0,0.0,08254X0012
loc117n0012,-9999.0,0.0,08254X0012
loc117n0013,7.89,0.00217166602338347,08254X0012
loc117n0014,6.8,0.00217166602338347,08254X0012
loc117n0015,7.229999999999999,0.00217166602338347,08254X0012
loc117n0016,7.33,0.00217166602338347,08254X0012
loc117n0017,6.94,0.00217166602338347,08254X0012
loc117n0018,6.43,0.00217166602338347,08254X0012
loc117n0019,-9999.0,0.0,08254X0012
loc117n0020,4.67,0.00217166602338347,08254X0012
loc117n0021,-9999.0,0.0,08254X0012
loc117n0022,5.82,0.00217166602338347,08254X0012
loc117n0023,-9999.0,0.0,08254X0012
loc117n0024,6.82,0.00217166602338347,08254X0012
loc117n0025,6.77,0.00217166602338347,08254X0012
loc117n0026,5.276666666666666,0.00217166602338347,08254X0012
loc117n0027,6.0375,0.00217166602338347,08254X0012
loc117n0028,6.2025000000000015,0.00217166602338347,08254X0012
loc117n0029,4.772500000000001,0.00217166602338347,08254X0012
loc117n0030,4.973333333333334,0.00217166602338347,08254X0012
loc117n0031,5.31,0.00217166602338347,08254X0012
loc117n0032,5.88,0.00217166602338347,08254X0012
loc117n0033,3.9,0.00217166602338347,08254X0012
loc117n0034,4.82,0.00217166602338347,08254X0012
loc117n0035,4.05,0.00217166602338347,08254X0012
loc117n0036,4.41,0.00217166602338347,08254X0012
loc117n0037,4.64,0.00217166602338347,08254X0012
loc117n0038,3.16,0.00217166602338347,08254X0012
loc117n0039,3.14,0.00217166602338347,08254X0012
loc117n0040,3.45,0.00217166602338347,08254X0012
loc118n0001,-9999.0,0.0,09515X0031
loc118n0002,-9999.0,0.0,09515X0031
loc118n0003,-9999.0,0.0,09515X0031
loc118n0004,-9999.0,0.0,09515X0031
loc118n0005,-9999.0,0.0,09515X0031
loc118n0006,-9999.0,0.0,09515X0031
loc118n0007,-9999.0,0.0,09515X0031
loc118n0008,-9999.0,0.0,09515X0031
loc118n0009,-9999.0,0.0,09515X0031
loc118n0010,-9999.0,0.0,09515X0031
loc118n0011,-9999.0,0.0,09515X0031
loc118n0012,-9999.0,0.0,09515X0031
loc118n0013,-9999.0,0.0,09515X0031
loc118n0014,-9999.0,0.0,09515X0031
loc118n0015,-9999.0,0.0,09515X0031
loc118n0016,-9999.0,0.0,09515X0031
loc118n0017,30.025,0.02845723888031653,09515X0031
loc118n0018,29.5325,0.02845723888031653,09515X0031
loc118n0019,29.18,0.02845723888031653,09515X0031
loc118n0020,29.20666666666667,0.02845723888031653,09515X0031
loc118n0021,29.6,0.02845723888031653,09515X0031
loc118n0022,29.79333333333333,0.02845723888031653,09515X0031
loc118n0023,29.87,0.02845723888031653,09515X0031
loc118n0024,29.21666666666667,0.02845723888031653,09515X0031
loc118n0025,29.20333333333333,0.02845723888031653,09515X0031
loc118n0026,29.47666666666667,0.02845723888031653,09515X0031
loc118n0027,29.83333333333333,0.02845723888031653,09515X0031
loc118n0028,29.58,0.02845723888031653,09515X0031
loc118n0029,29.45,0.02845723888031653,09515X0031
loc118n0030,29.320000000000004,0.02845723888031653,09515X0031
loc118n0031,28.763333333333332,0.02845723888031653,09515X0031
loc118n0032,28.77,0.02845723888031653,09515X0031
loc118n0033,28.826666666666664,0.02845723888031653,09515X0031
loc118n0034,27.72333333333333,0.02845723888031653,09515X0031
loc118n0035,27.570000000000004,0.02845723888031653,09515X0031
loc118n0036,27.81,0.02845723888031653,09515X0031
loc118n0037,28.070000000000004,0.02845723888031653,09515X0031
loc118n0038,28.116666666666664,0.02845723888031653,09515X0031
loc118n0039,27.790000000000006,0.02845723888031653,09515X0031
loc118n0040,28.126666666666665,0.02845723888031653,09515X0031
loc119n0001,-9999.0,0.0,08075X0013
loc119n0002,-9999.0,0.0,08075X0013
loc119n0003,-9999.0,0.0,08075X0013
loc119n0004,-9999.0,0.0,08075X0013
loc119n0005,-9999.0,0.0,08075X0013
loc119n0006,-9999.0,0.0,08075X0013
loc119n0007,-9999.0,0.0,08075X0013
loc119n0008,-9999.0,0.0,08075X0013
loc119n0009,-9999.0,0.0,08075X0013
loc119n0010,-9999.0,0.0,08075X0013
loc119n0011,-9999.0,0.0,08075X0013
loc119n0012,-9999.0,0.0,08075X0013
loc119n0013,-9999.0,0.0,08075X0013
loc119n0014,-9999.0,0.0,08075X0013
loc119n0015,-9999.0,0.0,08075X0013
loc119n0016,-9999.0,0.0,08075X0013
loc119n0017,-9999.0,0.0,08075X0013
loc119n0018,-9999.0,0.0,08075X0013
loc119n0019,-9999.0,0.0,08075X0013
loc119n0020,-9999.0,0.0,08075X0013
loc119n0021,-9999.0,0.0,08075X0013
loc119n0022,-9999.0,0.0,08075X0013
loc119n0023,-9999.0,0.0,08075X0013
loc119n0024,-9999.0,0.0,08075X0013
loc119n0025,91.34,0.0034882816313496737,08075X0013
loc119n0026,-9999.0,0.0,08075X0013
loc119n0027,93.23,0.0034882816313496737,08075X0013
loc119n0028,91.65,0.0034882816313496737,08075X0013
loc119n0029,93.04,0.0034882816313496737,08075X0013
loc119n0030,-9999.0,0.0,08075X0013
loc119n0031,92.024,0.0034882816313496737,08075X0013
loc119n0032,92.50416666666666,1.5889891080012808,08075X0013
loc119n0033,92.82666666666668,0.9147321775060854,08075X0013
loc119n0034,92.02333333333335,3.9242111939114905,08075X0013
loc119n0035,92.12583333333336,1.5092254262561302,08075X0013
loc119n0036,92.35166666666667,2.1466788817754283,08075X0013
loc119n0037,92.75416666666666,1.1993056746995452,08075X0013
loc119n0038,92.2975,3.12615824755147,08075X0013
loc119n0039,92.50731884057969,23.33356660513788,08075X0013
loc119n0040,91.9952054794521,22.84806226255745,08075X0013
loc120n0001,-9999.0,0.0,08014X0004
loc120n0002,-9999.0,0.0,08014X0004
loc120n0003,-9999.0,0.0,08014X0004
loc120n0004,-9999.0,0.0,08014X0004
loc120n0005,-9999.0,0.0,08014X0004
loc120n0006,-9999.0,0.0,08014X0004
loc120n0007,-9999.0,0.0,08014X0004
loc120n0008,-9999.0,0.0,08014X0004
loc120n0009,-9999.0,0.0,08014X0004
loc120n0010,-9999.0,0.0,08014X0004
loc120n0011,-9999.0,0.0,08014X0004
loc120n0012,-9999.0,0.0,08014X0004
loc120n0013,-9999.0,0.0,08014X0004
loc120n0014,-9999.0,0.0,08014X0004
loc120n0015,-9999.0,0.0,08014X0004
loc120n0016,9.86,0.009431052163402998,08014X0004
loc120n0017,10.66,0.009431052163402998,08014X0004
loc120n0018,9.766666666666667,0.009431052163402998,08014X0004
loc120n0019,-9999.0,0.0,08014X0004
loc120n0020,-9999.0,0.0,08014X0004
loc120n0021,-9999.0,0.0,08014X0004
loc120n0022,10.45,0.009431052163402998,08014X0004
loc120n0023,-9999.0,0.0,08014X0004
loc120n0024,11.0,0.009431052163402998,08014X0004
loc120n0025,-9999.0,0.0,08014X0004
loc120n0026,10.52,0.009431052163402998,08014X0004
loc120n0027,11.625,0.009431052163402998,08014X0004
loc120n0028,9.79,0.009431052163402998,08014X0004
loc120n0029,10.1,0.009431052163402998,08014X0004
loc120n0030,-9999.0,0.0,08014X0004
loc120n0031,9.255,0.009431052163402998,08014X0004
loc120n0032,8.22,0.009431052163402998,08014X0004
loc120n0033,7.96,0.009431052163402998,08014X0004
loc120n0034,9.54,0.009431052163402998,08014X0004
loc120n0035,9.22,0.009431052163402998,08014X0004
loc120n0036,9.62,0.009431052163402998,08014X0004
loc120n0037,9.54,0.009431052163402998,08014X0004
loc120n0038,10.25,0.009431052163402998,08014X0004
loc120n0039,9.92,0.009431052163402998,08014X0004
loc120n0040,9.81,0.009431052163402998,08014X0004
loc121n0001,-9999.0,0.0,07548X0117
loc121n0002,-9999.0,0.0,07548X0117
loc121n0003,-9999.0,0.0,07548X0117
loc121n0004,-9999.0,0.0,07548X0117
loc121n0005,-9999.0,0.0,07548X0117
loc121n0006,-9999.0,0.0,07548X0117
loc121n0007,-9999.0,0.0,07548X0117
loc121n0008,-9999.0,0.0,07548X0117
loc121n0009,2.57,0.00233871725595143,07548X0117
loc121n0010,-9999.0,0.0,07548X0117
loc121n0011,-9999.0,0.0,07548X0117
loc121n0012,-9999.0,0.0,07548X0117
loc121n0013,2.3,0.00233871725595143,07548X0117
loc121n0014,-9999.0,0.0,07548X0117
loc121n0015,-9999.0,0.0,07548X0117
loc121n0016,1.68,0.00233871725595143,07548X0117
loc121n0017,1.38,0.00233871725595143,07548X0117
loc121n0018,1.17,0.00233871725595143,07548X0117
loc121n0019,1.28,0.00233871725595143,07548X0117
loc121n0020,1.68,0.00233871725595143,07548X0117
loc121n0021,2.68,0.00233871725595143,07548X0117
loc121n0022,2.58,0.00233871725595143,07548X0117
loc121n0023,2.63,0.00233871725595143,07548X0117
loc121n0024,-9999.0,0.0,07548X0117
loc121n0025,2.185,0.00233871725595143,07548X0117
loc121n0026,1.965,0.00233871725595143,07548X0117
loc121n0027,2.5025,0.00233871725595143,07548X0117
loc121n0028,2.3325,0.00233871725595143,07548X0117
loc121n0029,2.315,0.00233871725595143,07548X0117
loc121n0030,2.556666666666666,0.00233871725595143,07548X0117
loc121n0031,2.035,0.00233871725595143,07548X0117
loc121n0032,1.65,0.00233871725595143,07548X0117
loc121n0033,1.87,0.00233871725595143,07548X0117
loc121n0034,1.6125,0.00233871725595143,07548X0117
loc121n0035,1.7400000000000002,0.00233871725595143,07548X0117
loc121n0036,1.8125,0.00233871725595143,07548X0117
loc121n0037,2.0075,0.00233871725595143,07548X0117
loc121n0038,1.876,0.00233871725595143,07548X0117
loc121n0039,1.7525,0.00233871725595143,07548X0117
loc121n0040,1.2325,0.00233871725595143,07548X0117
loc122n0001,-9999.0,0.0,07783X0008
loc122n0002,-9999.0,0.0,07783X0008
loc122n0003,-9999.0,0.0,07783X0008
loc122n0004,-9999.0,0.0,07783X0008
loc122n0005,-9999.0,0.0,07783X0008
loc122n0006,-9999.0,0.0,07783X0008
loc122n0007,4.46,0.0020967809880943853,07783X0008
loc122n0008,4.27,0.0020967809880943853,07783X0008
