1972-12-31	32.5053
1973-12-31	32.45732
1974-12-31	32.367129999999996
1975-12-31	32.27029
1976-12-31	32.06831
1977-12-31	31.92975
1978-12-31	31.74059
1979-12-31	31.51507
1980-12-31	31.304309999999997
1981-12-31	31.05892
1982-12-31	21.1275
1983-12-31	18.04314
1984-12-31	16.36113
1985-12-31	13.38981
1986-12-31	13.613779999999998
1987-12-31	11.827589999999999
1988-12-31	19.57777
1989-12-31	10.15207
1990-12-31	8.256691
1991-12-31	6.82242
1992-12-31	7.557525999999999
1993-12-31	5.475944
1994-12-31	3.462685
1995-12-31	2.179907
1996-12-31	0.587615
1997-12-31	-0.7459610999999999
1998-12-31	-1.324713
1999-12-31	-2.249405
2000-12-31	-2.6458720000000002
2001-12-31	-2.1967950000000003
2002-12-31	-3.247706
2003-12-31	-5.677901
2004-12-31	-6.612448
2005-12-31	-8.612405
2006-12-31	-9.318584
2007-12-31	-9.985783999999999
2008-12-31	-8.353109
2009-12-31	-9.179203
2010-12-31	-9.142567999999999
2011-12-31	-8.826659
