permh_l08_z01_000 2.8550000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_001 3.1750000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_002 3.4950000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_003 3.8150000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_004 4.1350000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_005 4.4550000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_006 4.7750000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_007 5.0950000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_008 5.4150000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_009 5.7350000000E+02      4.1100000000E+02      1           7.0710678119E-06     
permh_l08_z01_010 2.8550000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_011 3.1750000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_012 3.4950000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_013 3.8150000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_014 4.1350000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_015 4.4550000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_016 4.7750000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_017 5.0950000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_018 5.4150000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_019 5.7350000000E+02      3.7900000000E+02      1           7.0710678119E-06     
permh_l08_z01_020 2.8550000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_021 3.1750000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_022 3.4950000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_023 3.8150000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_024 4.1350000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_025 4.4550000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_026 4.7750000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_027 5.0950000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_028 5.4150000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_029 5.7350000000E+02      3.4700000000E+02      1           7.0710678119E-06     
permh_l08_z01_030 2.8550000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_031 3.1750000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_032 3.4950000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_033 3.8150000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_034 4.1350000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_035 4.4550000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_036 4.7750000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_037 5.0950000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_038 5.4150000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_039 5.7350000000E+02      3.1500000000E+02      1           7.0710678119E-06     
permh_l08_z01_040 2.8550000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_041 3.1750000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_042 3.4950000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_043 3.8150000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_044 4.1350000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_045 4.4550000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_046 4.7750000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_047 5.0950000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_048 5.4150000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_049 5.7350000000E+02      2.8300000000E+02      1           7.0710678119E-06     
permh_l08_z01_050 2.8550000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_051 3.1750000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_052 3.4950000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_053 3.8150000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_054 4.1350000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_055 4.4550000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_056 4.7750000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_057 5.0950000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_058 5.4150000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_059 5.7350000000E+02      2.5100000000E+02      1           7.0710678119E-06     
permh_l08_z01_060 2.8550000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_061 3.1750000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_062 3.4950000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_063 3.8150000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_064 4.1350000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_065 4.4550000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_066 4.7750000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_067 5.0950000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_068 5.4150000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_069 5.7350000000E+02      2.1900000000E+02      1           7.0710678119E-06     
permh_l08_z01_070 2.8550000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_071 3.1750000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_072 3.4950000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_073 3.8150000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_074 4.1350000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_075 4.4550000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_076 4.7750000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_077 5.0950000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_078 5.4150000000E+02      1.8700000000E+02      1           7.0710678119E-06     
permh_l08_z01_079 5.7350000000E+02      1.8700000000E+02      1           7.0710678119E-06     
