Date	value
2015-09-23	107.87
2015-10-21	107.89
2015-11-26	107.98
2015-12-15	108.0
2016-05-24	108.8
2016-06-22	109.21
2016-07-25	108.8
2016-08-31	107.75
2016-10-05	107.73
2016-10-18	107.77
2016-11-30	108.28
2016-12-19	108.21
2017-01-25	108.19
2017-04-11	108.83
2017-05-30	108.43
2017-06-28	108.19
2017-07-24	108.14
2017-08-21	107.95
2017-08-30	107.86
2017-09-27	107.93
2017-10-18	107.98
2017-11-28	108.01
2018-06-21	108.61
2018-07-26	108.14
2018-08-31	107.82
2018-09-18	107.85
2018-10-18	107.94
2018-11-29	108.06
2018-12-20	109.06
2019-01-28	108.65
2019-02-27	108.83
2019-03-29	108.37
2019-04-23	108.26
2019-05-28	108.2
2019-06-25	108.3
2019-07-25	107.99
