Date	value
2003-08-01	90.74
2003-08-11	90.64
2003-08-21	90.64
2003-09-01	90.64
2003-09-11	90.64
2003-09-21	90.64
2003-10-01	90.84
2003-10-11	90.94
2003-10-21	90.94
2003-11-01	91.04
2003-11-11	91.04
2003-11-21	91.04
2003-12-01	91.14
2003-12-11	91.14
2003-12-21	91.24
2004-01-01	91.24
2004-01-11	91.24
2004-01-21	91.34
2004-02-01	91.34
2004-02-11	91.34
2004-02-21	91.34
2004-03-01	91.54
2004-03-11	91.64
2004-03-21	91.84
2004-04-01	91.64
2004-04-11	91.64
2004-04-21	91.64
2004-05-01	91.64
2004-05-11	91.64
2004-05-21	91.64
2004-06-01	91.54
2004-06-11	91.54
2004-06-21	89.74
2004-08-01	88.74
2004-08-11	88.64
2004-08-21	88.14
2004-09-01	89.34
2004-09-11	89.64
2004-09-21	90.14
2004-10-01	90.74
2004-10-11	90.54
2004-11-01	90.74
2004-11-11	90.94
2004-11-21	90.94
2004-12-01	90.94
2004-12-11	91.04
2004-12-21	91.04
2005-01-01	91.44
2005-01-11	91.54
2005-01-21	91.54
2005-02-01	91.74
2005-02-11	91.74
