Date	value
2003-07-31	158.17
2003-08-03	157.95
2003-08-07	157.8
2003-08-10	157.56
2003-08-14	157.61
2003-08-17	157.6
2003-08-20	157.58
2003-08-21	157.69
2003-08-24	157.71
2003-08-28	157.67
2003-08-31	157.61
2003-09-04	157.59
2003-09-07	157.58
2003-09-11	157.53
2003-09-14	157.51
2003-09-16	157.48
2003-09-17	157.49
2003-09-20	157.46
2003-09-23	157.44
2003-09-26	157.38
2003-09-29	157.36
2003-10-02	157.33
2003-10-05	157.31
2003-10-08	157.28
2003-10-11	157.26
2003-10-14	157.25
2003-10-15	157.24
2003-10-18	157.23
2003-10-21	157.2
2003-10-24	157.16
2003-10-27	157.12
2003-10-30	157.13
2003-11-02	158.19
2003-11-05	157.8
2003-11-08	157.65
2003-11-11	157.67
2003-11-14	157.6
2003-11-17	157.5
2003-11-18	157.47
2003-11-21	157.39
2003-11-24	157.39
2003-11-27	157.37
2003-11-30	157.51
2003-12-03	158.82
2003-12-06	158.83
2003-12-09	158.68
2003-12-12	158.38
2003-12-15	158.18
2003-12-17	157.9
2003-12-18	157.83
2003-12-20	157.7
2003-12-22	157.78
2003-12-24	157.72
2003-12-26	157.73
2003-12-28	157.91
2003-12-30	158.12
2004-01-01	158.35
2004-01-03	158.27
2004-01-05	158.2
2004-01-07	158.17
2004-01-09	158.26
2004-01-11	159.06
2004-01-13	162.12
2004-01-15	163.86
2004-01-17	164.05
2004-01-19	165.31
2004-01-21	164.91
2004-01-22	164.73
2004-01-24	165.07
2004-01-26	165.59
2004-01-28	165.69
2004-01-30	165.44
2004-02-01	164.85
2004-02-03	164.46
2004-02-05	164.11
2004-02-07	163.76
2004-02-09	163.54
2004-02-11	163.68
2004-02-13	163.45
2004-02-15	163.27
2004-02-17	163.06
2004-02-19	162.95
2004-02-21	162.83
2004-02-23	162.61
2004-02-24	162.53
2004-02-26	162.4
2004-02-28	162.24
2004-03-01	162.02
2004-03-03	161.94
2004-03-05	161.83
2004-03-07	161.68
2004-03-09	161.56
2004-03-11	161.47
2004-03-13	161.31
2004-03-15	161.15
2004-03-17	161.05
2004-03-18	161.02
2004-03-20	160.9
2004-03-22	160.82
2004-03-24	160.73
2004-03-26	160.64
2004-03-28	160.56
2004-03-30	160.51
2004-04-01	160.43
2004-04-03	160.28
2004-04-05	160.2
2004-04-07	160.14
2004-04-09	160.08
2004-04-11	160.0
2004-04-13	159.91
2004-04-15	159.83
2004-04-17	159.75
2004-04-19	159.71
2004-04-21	160.52
2004-04-23	160.79
2004-04-25	160.95
2004-04-26	160.99
2004-04-28	160.98
2004-04-30	160.95
2004-05-02	160.81
2004-05-04	160.75
2004-05-06	160.7
2004-05-08	160.54
2004-05-10	160.33
2004-05-12	160.25
2004-05-14	160.09
2004-05-16	159.9
2004-05-17	159.78
2004-05-19	159.79
2004-05-21	159.76
2004-05-23	159.6
2004-05-25	159.43
2004-05-27	159.27
2004-05-29	159.09
2004-05-31	159.1
2004-06-02	158.98
2004-06-04	158.99
2004-06-06	159.01
2004-06-08	158.96
2004-06-10	158.77
2004-06-12	158.6
2004-06-14	158.57
2004-06-16	158.59
2004-06-17	158.51
2004-06-19	158.43
2004-06-21	158.44
2004-06-23	158.24
2004-06-25	157.84
2004-06-27	157.77
2004-06-29	157.65
2004-07-01	157.62
2004-07-03	157.49
2004-07-05	157.47
2004-07-07	157.65
2004-07-09	157.39
2004-07-11	157.37
2004-07-13	157.3
2004-07-15	157.21
2004-07-17	157.11
2004-07-19	157.24
2004-07-21	157.27
2004-07-23	157.32
2004-07-25	157.38
2004-07-26	157.37
2004-07-28	157.18
2004-07-30	157.08
2004-08-01	156.91
2004-08-03	156.95
2004-08-05	157.24
2004-08-07	157.27
2004-08-09	157.07
2004-08-11	156.94
2004-08-13	157.08
2004-08-15	157.14
2004-08-17	157.15
2004-08-19	157.71
2004-08-21	157.72
2004-08-23	157.67
2004-08-24	157.64
2004-08-26	157.52
2004-08-28	157.38
2004-08-30	157.26
2004-09-01	157.2
2004-09-03	157.14
2004-09-05	157.06
2004-09-07	157.14
2004-09-09	157.01
2004-09-11	156.96
2004-09-13	156.99
2004-09-15	156.97
2004-09-17	156.97
2004-09-19	156.96
2004-09-21	156.92
2004-09-23	156.92
2004-10-16	157.01
2004-10-18	157.65
2004-10-19	157.56
2004-10-21	157.57
2004-10-23	157.33
2004-10-25	157.15
2004-10-27	157.4
2004-10-29	157.29
2004-10-31	157.03
2004-11-02	156.96
2004-11-04	156.92
2004-11-06	156.91
2004-11-08	156.99
2004-11-10	157.04
2004-11-12	157.02
2004-11-14	156.98
2004-11-16	156.98
2004-11-18	156.97
2004-11-22	156.84
2004-12-13	156.65
2004-12-19	156.99
2004-12-21	157.6
2004-12-23	157.47
2004-12-25	157.91
2004-12-27	158.16
2004-12-29	158.21
2004-12-31	158.08
2005-01-02	158.06
2005-01-04	158.13
2005-01-06	158.07
2005-01-08	158.01
2005-01-10	157.92
2005-01-12	157.79
2005-01-14	157.71
2005-01-16	157.56
2005-01-18	157.55
2005-01-19	157.54
2005-01-20	157.52
2005-01-21	157.5
2005-01-22	157.49
2005-01-23	157.49
2005-01-24	157.59
2005-01-25	157.63
2005-01-26	157.69
2005-01-27	157.71
2005-01-28	157.69
2005-01-29	157.64
2005-01-30	157.58
2005-01-31	157.55
2005-02-01	157.51
2005-02-02	157.43
2005-02-03	157.34
2005-02-04	157.25
2005-02-05	157.26
2005-02-06	157.37
2005-02-07	157.39
2005-02-08	157.37
2005-02-09	157.3
2005-02-10	157.29
2005-02-11	157.28
2005-02-12	157.28
2005-02-13	157.35
2005-02-14	157.5
2005-02-15	157.56
2005-02-16	157.7
2005-02-17	157.84
2005-02-18	157.88
2005-02-19	157.91
2005-02-20	157.68
2005-02-21	157.78
2005-02-22	157.74
2005-02-23	157.69
2005-02-24	157.67
2005-02-25	157.64
2005-02-26	157.63
2005-02-27	157.5
2005-02-28	157.45
2005-03-01	157.41
2005-03-02	157.38
2005-03-03	157.48
2005-03-04	157.48
2005-03-05	157.48
2005-03-06	157.46
2005-03-07	157.41
2005-03-08	157.43
2005-03-09	157.4
2005-03-10	157.28
2005-03-11	157.4
2005-03-12	157.37
2005-03-13	157.36
2005-03-14	157.32
2005-03-15	157.27
2005-03-16	157.23
2005-03-17	157.2
2005-03-18	157.22
2005-03-19	157.24
2005-03-20	157.23
2005-03-21	157.21
2005-03-22	157.22
2005-03-23	157.18
2005-03-24	157.22
2005-03-25	157.19
2005-03-26	157.19
2005-03-27	157.17
2005-03-28	157.15
2005-03-29	157.15
2005-03-30	157.11
2005-03-31	157.1
2005-04-01	157.08
2005-04-02	157.07
2005-04-03	157.06
2005-04-04	157.04
2005-04-05	157.03
2005-04-06	157.02
2005-04-07	157.03
2005-04-08	157.03
2005-04-09	157.01
2005-04-10	157.0
2005-04-11	157.02
2005-04-12	157.03
2005-04-13	157.05
2005-04-14	156.92
2005-04-15	156.92
2005-04-16	156.94
2005-04-17	156.92
2005-04-18	156.96
2005-04-19	156.96
2005-04-20	157.02
2005-04-21	157.08
2005-04-22	157.09
2005-04-23	157.1
2005-04-24	157.14
2005-04-25	158.07
2005-04-26	158.24
2005-04-27	158.24
2005-04-28	158.29
2005-04-29	158.26
2005-04-30	158.25
2005-05-01	158.17
2005-05-02	158.13
2005-05-03	158.06
2005-05-04	157.97
2005-05-05	157.93
2005-05-06	157.87
2005-05-07	157.87
2005-05-08	157.85
2005-05-09	157.95
2005-05-10	157.89
2005-05-11	157.85
2005-05-12	157.77
2005-05-13	157.76
2005-05-14	157.63
2005-05-15	157.78
2005-05-16	157.83
2005-05-17	157.74
2005-05-18	157.72
2005-05-19	157.74
2005-05-20	157.74
2005-05-21	157.73
2005-05-22	157.71
2005-05-23	157.65
2005-05-24	157.59
2005-05-25	157.56
2005-05-26	157.53
2005-05-27	157.52
2005-05-28	157.47
2005-05-29	157.46
2005-05-30	157.41
2005-05-31	157.39
2005-06-01	157.39
2005-06-02	157.35
2005-06-03	157.34
2005-06-04	157.3
2005-06-05	157.28
2005-06-06	157.14
2005-06-29	155.95
2005-07-28	155.59
2005-08-23	155.72
2005-09-22	155.73
2005-10-26	155.65
2005-11-22	155.3
2005-12-03	155.7
2005-12-04	156.51
2005-12-05	156.36
2005-12-06	156.15
2005-12-07	156.06
2005-12-08	156.31
2005-12-09	156.29
2005-12-10	156.32
2005-12-11	156.23
2005-12-12	156.23
2005-12-13	156.21
2005-12-14	156.47
2005-12-15	156.39
2005-12-16	156.26
2005-12-17	156.32
2005-12-18	156.25
2005-12-19	156.12
2005-12-20	156.0
2005-12-21	155.92
2005-12-22	155.96
2005-12-23	155.92
2005-12-24	155.91
2005-12-25	155.9
2005-12-26	155.89
2005-12-27	155.88
2005-12-28	155.8
2005-12-29	155.77
2005-12-30	155.76
2005-12-31	156.43
2006-01-01	157.81
2006-01-02	157.77
2006-01-03	157.51
2006-01-04	157.41
2006-01-05	157.08
2006-01-06	157.04
2006-01-07	156.88
2006-01-08	156.73
2006-01-09	159.67
2006-01-10	160.72
2006-01-11	160.54
2006-01-12	160.42
2006-01-13	160.3
2006-01-14	160.07
2006-01-15	160.12
2006-01-16	159.97
2006-01-17	159.6
2006-01-18	159.12
2006-01-19	158.89
2006-01-20	158.74
2006-01-21	158.62
2006-01-22	158.47
2006-01-23	158.37
2006-01-24	158.29
2006-01-25	158.28
2006-01-26	158.22
2006-01-27	158.17
2006-01-28	158.12
2006-01-29	158.3
2006-01-30	158.21
2006-01-31	158.03
2006-02-01	157.76
2006-02-02	157.93
2006-02-03	157.58
2006-02-04	157.75
2006-02-05	157.48
2006-02-06	157.74
2006-02-07	157.64
2006-02-08	157.65
2006-02-09	157.54
2006-02-10	157.58
2006-02-11	157.52
2006-02-12	157.36
2006-02-13	157.31
2006-02-14	157.25
2006-02-15	157.11
2006-02-16	157.27
2006-02-17	158.7
2006-02-18	160.48
2006-02-19	161.73
2006-02-20	162.43
2006-02-21	162.63
2006-02-22	162.63
2006-02-23	162.79
2006-02-24	162.67
2006-02-25	162.55
2006-02-26	162.48
2006-02-27	162.22
2006-02-28	161.61
2006-03-01	161.52
2006-03-02	161.93
2006-03-03	161.86
2006-03-04	162.18
2006-03-05	162.91
2006-03-06	162.93
2006-03-07	162.77
2006-03-08	162.92
2006-03-09	164.71
2006-03-10	165.75
2006-03-11	165.93
2006-03-12	165.88
2006-03-13	165.71
2006-03-14	165.64
2006-03-15	165.44
2006-03-16	165.55
2006-03-17	165.41
2006-03-18	165.16
2006-03-19	164.8
2006-03-20	164.61
2006-03-21	164.44
2006-03-22	164.28
2006-03-23	164.11
2006-03-24	163.85
2006-03-25	163.62
2006-03-26	163.5
2006-03-27	163.45
2006-03-28	163.35
2006-03-29	163.53
2006-03-30	164.11
2006-03-31	165.22
2006-04-01	165.62
2006-04-02	165.66
2006-04-03	165.61
2006-04-04	164.99
2006-04-05	164.94
2006-04-06	165.0
2006-04-07	164.91
2006-04-08	164.8
2006-04-09	164.74
2006-04-10	165.03
2006-04-11	164.9
2006-04-12	164.81
2006-04-13	164.67
2006-04-14	164.58
2006-04-15	164.5
2006-04-16	164.34
2006-04-17	164.24
2006-04-18	164.14
2006-04-19	163.87
2006-04-20	163.8
2006-04-21	163.74
2006-04-22	163.62
2006-04-23	163.54
2006-04-24	163.45
2006-04-25	163.37
2006-04-26	163.29
2006-04-27	163.1
2006-04-28	162.87
2006-04-29	162.68
2006-04-30	162.6
2006-05-01	162.38
2006-05-02	162.26
2006-05-03	162.27
2006-05-04	162.39
2006-05-05	162.2
2006-05-06	162.05
2006-05-07	161.98
2006-05-08	161.98
2006-05-09	161.93
2006-05-10	161.82
2006-05-11	161.8
2006-05-12	161.76
2006-05-13	161.69
2006-05-14	161.65
2006-05-15	161.6
2006-05-16	161.55
2006-05-17	161.5
2006-05-18	161.43
2006-05-19	161.37
2006-05-20	161.34
2006-05-21	161.3
2006-05-22	161.22
2006-05-23	161.12
2006-05-24	161.05
2006-05-25	161.0
2006-05-26	160.93
2006-05-27	160.88
2006-05-28	160.84
2006-05-29	160.8
2006-05-30	160.75
2006-05-31	160.69
2006-06-01	160.62
2006-06-02	160.58
2006-06-03	160.52
2006-06-04	160.48
2006-06-05	160.44
2006-06-06	160.39
2006-06-07	160.28
2006-06-08	160.23
2006-06-09	160.13
2006-06-10	160.02
2006-06-11	159.93
2006-06-12	159.86
2006-06-13	159.85
2006-06-14	159.78
2006-06-15	159.68
2006-06-16	159.61
2006-06-17	159.55
2006-06-18	159.56
2006-06-19	159.5
2006-06-20	159.4
2006-06-21	159.32
2006-06-22	159.23
2006-06-23	159.2
2006-06-24	159.16
2006-06-25	159.13
2006-06-26	159.11
2006-06-27	159.07
2006-06-28	159.07
2006-06-29	159.05
2006-06-30	158.99
2006-07-01	158.99
2006-07-02	158.96
2006-07-03	158.93
2006-07-04	158.9
2006-07-05	158.88
2006-07-06	158.95
2006-07-07	158.89
2006-07-08	158.86
2006-07-09	158.81
2006-07-10	158.78
2006-07-11	158.73
2006-07-12	158.69
2006-07-13	158.67
2006-07-14	158.61
2006-07-15	158.47
2006-07-16	158.36
2006-07-17	158.28
2006-07-18	158.22
2006-07-19	158.16
2006-07-20	157.99
2006-07-21	157.95
2006-07-22	157.79
2006-07-23	157.74
2006-07-24	157.78
2006-07-25	157.77
2006-07-26	157.76
2006-07-27	157.77
2006-07-28	157.93
2006-07-29	158.34
2006-07-30	158.23
2006-07-31	158.19
2006-08-01	158.24
2006-08-02	158.21
2006-08-03	158.09
2006-08-04	158.07
2006-08-05	157.91
2006-08-06	157.9
2006-08-07	157.89
2006-08-08	157.79
2006-08-09	157.67
2006-08-10	157.67
2006-08-11	157.67
2006-08-12	157.71
2006-08-13	157.63
2006-08-14	157.57
2006-08-15	157.51
2006-08-16	157.66
2006-08-17	157.59
2006-08-18	157.7
2006-08-19	157.73
2006-08-20	157.71
2006-08-21	157.73
2006-08-22	157.68
2006-08-23	157.68
2006-08-24	157.62
2006-08-25	157.65
2006-08-26	157.6
2006-08-27	157.57
2006-08-28	157.56
2006-08-29	157.56
2006-08-30	157.53
2006-08-31	157.52
2006-09-01	157.57
2006-09-02	157.55
2006-09-03	157.52
2006-09-04	157.5
2006-09-05	157.51
2006-09-06	157.5
2006-09-07	157.48
2006-09-08	157.45
2006-09-09	157.42
2006-09-10	157.48
2006-09-11	157.47
2006-09-12	157.46
2006-09-13	157.46
2006-09-14	157.46
2006-09-15	157.58
2006-09-16	158.74
2006-09-17	159.41
2006-09-18	159.33
2006-09-19	159.16
2006-09-20	159.07
2006-09-21	158.98
2006-09-22	158.94
2006-09-23	158.78
2006-09-24	158.7
2006-09-25	158.65
2006-09-26	158.62
2006-09-27	158.62
2006-09-28	158.56
2006-09-29	158.42
2006-09-30	158.6
2006-10-01	158.52
2006-10-02	158.46
2006-10-03	158.39
2006-10-04	158.3
2006-10-05	158.33
2006-10-06	158.32
2006-10-07	158.25
2006-10-08	158.47
2006-10-09	158.46
2006-10-10	158.45
2006-10-11	158.43
2006-10-12	158.35
2006-10-13	158.28
2006-10-14	158.25
2006-10-15	158.22
2006-10-16	158.18
2006-10-17	158.15
2006-10-18	158.15
2006-10-19	158.13
2006-10-20	158.1
2006-10-21	157.93
2006-10-22	157.93
2006-10-23	157.92
2006-10-24	157.9
2006-10-25	157.9
2006-10-26	157.87
2006-10-27	157.83
2006-10-28	157.82
2006-10-29	157.78
2006-10-30	157.77
2006-10-31	157.75
2006-11-01	157.71
2006-11-02	157.71
2006-11-03	157.72
2006-11-04	157.69
2006-11-05	157.55
2006-11-06	157.69
2006-11-07	157.72
2006-11-08	157.73
2006-11-09	157.72
2006-11-10	157.68
2006-11-11	157.63
2006-11-12	157.62
2006-11-13	157.59
2006-11-14	157.57
2006-11-15	157.55
2006-11-16	157.52
2006-11-17	157.48
2006-11-18	157.46
2006-11-19	157.43
2006-11-20	157.45
2006-11-21	157.52
2006-11-22	157.53
2006-11-23	158.01
2006-11-24	158.38
2006-11-25	158.3
2006-11-26	158.23
2006-11-27	158.29
2006-11-28	158.27
2006-11-29	158.2
2006-11-30	158.16
2006-12-01	158.16
2006-12-02	158.17
2006-12-03	158.21
2006-12-04	158.11
2006-12-05	158.82
2006-12-06	159.22
2006-12-07	159.51
2006-12-08	160.3
2006-12-09	161.3
2006-12-10	161.26
2006-12-11	161.3
2006-12-12	161.27
2006-12-13	161.17
2006-12-14	161.09
2006-12-15	161.02
2006-12-16	160.91
2006-12-17	160.8
2006-12-18	160.71
2006-12-19	160.59
2006-12-20	160.45
2006-12-21	160.34
2006-12-22	160.24
2006-12-23	160.15
2006-12-24	160.06
2006-12-25	160.0
2006-12-26	159.93
2006-12-27	159.83
2006-12-28	159.77
2006-12-29	159.69
2006-12-30	159.63
2006-12-31	159.51
2007-01-01	159.49
2007-01-02	159.33
2007-01-03	159.28
2007-01-04	159.26
2007-01-05	159.22
2007-01-06	159.21
2007-01-07	159.21
2007-01-08	159.53
2007-01-09	160.12
2007-01-10	160.31
2007-01-11	160.36
2007-01-12	160.38
2007-01-13	160.42
2007-01-14	160.37
2007-01-15	160.39
2007-01-16	160.37
2007-01-17	160.33
2007-01-18	160.3
2007-01-19	160.22
2007-01-20	160.19
2007-01-21	160.18
2007-01-22	160.24
2007-01-23	161.29
2007-01-24	162.36
2007-01-25	162.57
2007-01-26	162.55
2007-01-27	162.49
2007-01-28	162.46
2007-01-29	162.43
2007-01-30	162.36
2007-01-31	162.22
2007-02-01	162.01
2007-02-02	161.91
2007-02-03	161.85
2007-02-04	161.75
2007-02-05	161.66
2007-02-06	161.62
2007-02-07	161.55
2007-02-08	161.49
2007-02-09	161.54
2007-02-10	161.57
2007-02-11	162.03
2007-02-12	162.86
2007-02-13	163.69
2007-02-14	163.96
2007-02-15	163.88
2007-02-16	163.93
2007-02-17	163.88
2007-02-18	163.74
2007-02-19	163.68
2007-02-20	163.59
2007-02-21	163.45
2007-02-22	163.36
2007-02-23	163.27
2007-02-24	164.65
2007-02-25	166.03
2007-02-26	166.26
2007-02-27	166.15
2007-02-28	166.04
2007-03-01	165.98
2007-03-02	167.29
2007-03-03	168.72
2007-03-04	169.17
2007-03-05	169.04
2007-03-06	168.9
2007-03-07	168.74
2007-03-08	168.5
2007-03-09	168.33
2007-03-10	168.11
2007-03-11	167.94
2007-03-12	167.77
2007-03-13	167.56
2007-03-14	167.37
2007-03-15	167.2
2007-03-16	167.01
2007-03-17	166.84
2007-03-18	166.74
2007-03-19	166.67
2007-03-20	166.5
2007-03-21	166.34
2007-03-22	166.16
2007-03-23	166.05
2007-03-24	165.95
2007-03-25	165.85
2007-03-26	165.74
2007-03-27	165.63
2007-03-28	165.52
2007-03-29	165.41
2007-03-30	165.34
2007-03-31	165.26
2007-04-01	165.18
2007-04-02	165.1
2007-04-03	165.04
2007-04-04	164.97
