Date	value
2003-10-01	99.59
2003-10-11	99.59
2003-10-21	99.59
2003-11-02	99.63
2003-11-12	99.66
2003-11-21	99.64
2003-12-01	99.74
2003-12-12	99.67
2003-12-22	99.7
2004-01-01	99.79
2004-01-11	100.04
2004-01-21	99.94
2004-02-01	100.5
2004-02-11	100.1
2004-02-23	99.95
2004-03-02	99.86
2004-03-11	99.85
2004-03-22	99.83
2004-04-01	99.71
2004-04-22	99.8
2004-05-01	99.81
2004-05-11	99.81
2004-05-21	99.81
2004-07-22	99.46
2004-08-05	99.44
2004-08-11	99.46
2004-08-21	99.5
2004-09-01	99.52
2004-09-12	99.48
2004-09-23	99.46
2004-10-01	99.34
2004-10-11	99.36
2004-10-21	99.5
2004-11-02	99.4
2004-11-11	99.36
2004-11-21	99.37
2004-12-01	99.4
2004-12-21	99.46
2005-01-03	99.47
2005-01-11	99.47
2005-01-21	99.46
2005-02-01	99.47
2005-02-11	99.46
2005-02-21	99.47
2005-03-02	99.45
2005-03-11	99.44
2005-03-21	99.43
2005-04-01	99.43
2005-04-11	99.42
2005-04-21	99.41
2005-05-02	99.44
2005-05-11	99.41
2005-05-21	99.4
2005-06-11	99.36
2005-07-01	99.31
2005-07-11	99.36
2005-07-21	99.34
2005-08-01	99.3
2005-08-11	99.31
2005-08-21	99.33
2005-09-01	99.35
2005-09-12	99.31
2005-09-21	99.31
2005-10-01	99.31
2005-10-11	99.32
2005-10-21	99.32
2005-11-01	99.31
2005-11-15	99.29
2005-11-21	99.3
2006-01-03	99.5
2006-01-11	99.7
2006-01-23	99.5
2006-02-11	100.4
2006-02-13	99.4
2006-02-21	99.42
2006-03-01	99.9
2006-03-11	100.17
2006-03-21	99.93
2006-04-11	99.83
2006-04-21	99.7
2006-05-11	99.73
2006-05-21	99.63
2006-06-01	99.67
2006-06-10	99.7
2006-06-25	99.56
2006-07-05	99.58
2006-07-27	99.54
2006-08-01	99.53
2006-08-16	99.55
2006-08-21	99.57
2006-09-15	99.55
2006-09-21	99.66
2006-11-24	99.8
2006-12-05	99.7
2007-01-03	99.6
2007-01-11	99.72
2007-01-22	99.8
2007-02-06	99.93
2007-02-12	101.17
2007-02-21	100.13
2007-03-01	100.71
2007-03-11	100.99
2007-03-23	100.23
2007-04-03	100.09
2007-04-21	99.89
2007-04-29	99.79
2007-05-01	99.79
2007-05-11	99.77
2007-05-22	99.73
2007-08-01	100.03
2007-08-12	99.57
2007-08-21	99.6
2007-09-08	99.6
2007-09-09	99.58
2007-11-21	100.03
2007-12-01	99.57
2007-12-11	99.57
2007-12-26	99.58
2008-01-03	99.58
2008-01-10	100.2
2008-01-24	99.89
2008-02-01	99.85
2008-02-12	99.81
2008-02-22	99.75
2008-03-01	99.77
2008-03-10	99.72
2008-03-21	99.79
2008-08-06	99.63
2008-08-11	99.63
2008-08-21	99.63
2008-09-01	99.63
2008-09-11	99.63
2008-09-21	99.7
2008-10-01	99.63
2008-10-11	99.63
2008-10-21	99.7
2008-11-01	99.77
2008-11-13	99.8
2008-12-22	100.03
2009-01-05	99.83
2009-02-06	100.53
2009-02-13	100.13
