Date	value
2003-09-10	109.44
2003-12-03	107.19
2004-05-13	112.14
2004-06-16	110.4
2004-09-24	106.55
2004-12-08	104.66
2005-04-28	105.16
2005-06-22	103.59
2005-09-14	100.22
2006-04-19	109.42
2006-06-21	107.58
2006-09-18	104.19
2006-12-12	104.31
2007-03-27	113.17
2007-06-18	111.34
2007-09-12	108.36
2007-12-20	105.96
2008-04-01	108.99
2008-07-01	111.63
2008-09-30	108.08
2008-12-23	109.46
2009-03-17	112.1
2009-06-18	112.44
2009-09-22	107.66
2009-10-01	113.11
2009-10-02	113.02
2009-12-15	107.66
2010-03-31	113.37
2010-04-01	113.37
2010-04-02	113.46
2010-04-03	113.55
2010-04-04	113.66
2010-04-05	113.55
2010-04-06	113.64
2010-04-07	113.79
2010-04-08	113.71
2010-04-09	113.65
2010-04-10	113.78
2010-04-11	113.91
2010-04-12	113.96
2010-04-13	113.98
2010-04-14	113.94
2010-04-15	113.9
2010-04-16	113.91
2010-04-17	113.83
2010-04-18	113.93
2010-04-19	113.83
2010-04-20	113.83
2010-04-21	113.84
2010-04-22	113.78
2010-04-23	113.82
2010-04-24	113.76
2010-04-25	113.7
2010-04-26	113.65
2010-04-27	113.67
2010-04-28	113.59
2010-04-29	113.57
2010-04-30	113.45
2010-05-01	113.5
2010-05-02	113.51
2010-05-03	113.48
2010-05-04	113.42
2010-05-05	113.43
2010-05-06	113.43
2010-05-07	113.41
2010-05-08	113.44
2010-05-09	113.39
2010-05-10	113.33
2010-05-11	113.36
2010-05-12	113.25
2010-05-13	113.31
2010-05-14	113.23
2010-05-15	113.16
2010-05-16	113.14
2010-05-17	113.1
2010-05-18	113.0
2010-05-19	112.92
2010-05-20	112.9
2010-05-21	112.79
2010-05-22	112.9
2010-05-23	112.83
2010-05-24	112.88
2010-05-25	112.77
2010-05-26	112.77
2010-05-27	112.84
2010-05-28	112.5
2010-05-29	112.57
2010-05-30	112.57
2010-05-31	112.52
2010-06-01	112.43
2010-06-02	112.37
2010-06-03	112.36
2010-06-04	112.34
2010-06-05	112.21
2010-06-06	112.13
2010-06-07	112.15
2010-06-08	112.16
2010-06-09	112.26
2010-06-10	112.1
2010-06-11	112.14
2010-06-12	112.02
2010-06-13	111.95
2010-06-14	111.88
2010-06-15	111.85
2010-06-16	111.83
2010-06-17	112.01
2010-06-18	112.14
2010-06-19	112.23
2010-06-20	112.19
2010-06-21	112.13
2010-06-22	112.15
2010-06-23	112.07
2010-06-24	112.07
2010-06-25	111.81
2010-06-26	112.02
2010-06-27	112.11
2010-06-28	112.02
2010-06-29	111.8
2010-06-30	111.82
2010-07-01	112.02
2010-07-02	112.01
2010-07-03	112.02
2010-07-04	112.0
2010-07-05	111.95
2010-07-06	111.92
2010-07-07	111.94
2010-07-08	111.84
2010-07-09	111.85
2010-07-10	111.79
2010-07-11	111.73
2010-07-12	111.75
2010-07-13	111.7
2010-07-14	111.7
2010-07-27	111.47
2010-07-28	110.73
2010-07-29	110.62
2010-07-30	110.68
2010-07-31	110.58
2010-08-01	110.54
2010-08-02	110.51
2010-08-03	110.4
2010-08-04	110.25
2010-08-05	110.29
2010-08-06	110.14
2010-08-07	110.15
2010-08-08	110.0
2010-08-09	110.05
2010-08-10	109.92
2010-08-11	109.77
2010-08-12	109.73
2010-08-13	109.54
2010-08-14	109.78
2010-08-15	109.79
2010-08-16	109.66
2010-08-17	109.58
2010-08-18	109.59
2010-08-19	109.52
2010-08-20	109.48
2010-08-21	109.31
2010-08-22	108.99
2010-08-23	109.31
2010-08-24	109.29
2010-08-25	109.17
2010-08-26	109.17
2010-08-27	109.08
2010-08-28	108.53
2010-08-29	108.42
2010-08-30	108.45
2010-08-31	108.37
2010-09-01	108.3
2010-09-02	108.2
2010-09-03	108.29
2010-09-04	108.2
2010-09-05	108.21
2010-09-06	108.19
2010-09-07	108.11
2010-09-08	108.09
2010-09-09	108.02
2010-09-10	107.96
2010-09-11	108.37
2010-09-12	108.3
2010-09-13	108.2
2010-09-14	108.29
2010-09-15	108.2
2010-09-16	108.21
2010-09-17	108.19
2010-09-18	108.11
2010-09-19	108.09
2010-09-20	108.02
2010-09-21	107.96
2010-09-22	107.66
2010-09-23	107.91
2010-09-24	107.99
2010-09-25	107.92
2010-09-26	107.84
2010-09-27	107.82
2010-09-28	107.77
