484987.293	6494471.63	4	-0.000609145258
484295.5161	6492249.336	6	-0.0
484439.5263	6492266.129	6	-0.0
483635.2645	6492993.143	6	-0.0
483533.6667	6491581.241	4	-0.00317098
484420.0497	6492327.236	6	-0.0
480789.4791	6488966.296	4	-0.0008608893602
483131.9977	6491819.355	4	-0.0
485500.4848	6490081.285	4	-0.0008968324185
483113.2591	6492332.054	6	-0.0
485513.5844	6488766.349	4	-0.000379883404
486006.9157	6492120.275	4	-0.0023444006434
483874.642	6494031.237	4	-0.0
483637.2684	6494322.944	4	-0.0
483369.438	6491777.426	2	-8.2604029e-05
483369.438	6491777.426	4	-8.2604029e-05
488650.4194	6487758.259	6	-0.0010807651134
487138.1481	6487199.288	2	-0.0059130532452
487138.1481	6487199.288	4	-0.0
491673.6778	6494755.981	2	-0.004628203859
490325.6987	6493768.028	2	-0.00110033006
490325.6987	6493768.028	4	-0.0
487435.0431	6492048.508	4	-0.0004280823
487571.3541	6492463.01	6	-0.00133498258
488982.6526	6492168.578	4	-0.002536784
484338.6327	6488282.514	4	-0.000408422224
490479.929	6489345.683	4	-0.0017887815278
491331.2034	6488384.484	4	-1.64256764e-05
490102.4716	6488404.649	4	-0.0003099950048
489553.76	6489708.035	4	-0.0
489821.929	6489515.984	4	-0.003963725
487732.1222	6492210.902	6	-0.00158549
487308.2988	6488926.338	6	-0.0037417564
490273.3542	6493117.04	2	-0.000367199484
490273.3542	6493117.04	4	-0.000367199484
489119.5165	6494340.514	4	-0.00028380270999999997
489203.4633	6492048.855	4	-0.0014695114065
490254.0158	6492953.346	4	-0.000404775597
490508.5848	6491842.224	4	-0.000952562392
489687.7408	6488512.99	4	-0.0013511545779999999
492567.4328	6489028.664	4	-0.001706938534
491471.9688	6491630.429	2	-0.000893265066
492593.8258	6491251.468	4	-0.00084348068
491266.014	6487388.912	4	-0.000694286071
490112.7839	6489771.346	4	-0.0018468421716
489171.6914	6493642.701	4	-0.0
488301.5633	6488220.737	4	-0.0009052196606
488241.8252	6488004.425	6	-0.005625001422
490802.7099	6495269.743	6	-0.000194381074
493114.2114	6496182.778	2	-0.0035514976
484403.3413	6478352.875	2	-0.008389778884
485972.0034	6479596.001	2	-0.001432014568
485972.0034	6479596.001	4	-0.0
489953.9978	6480746.998	4	-0.001109843
489953.9978	6480746.998	6	-0.0
488779.0002	6483338.003	2	-0.00031978356638159996
488779.0002	6483338.003	4	-0.0015180530220183998
491128.9998	6484542.999	2	-0.00134301308685
491128.9998	6484542.999	4	-0.00220055706315
492691.9997	6484977.995	2	-0.0007293254
492691.9997	6484977.995	4	-0.0024416546
491797.001	6485410.997	2	-0.002853882
491797.001	6485410.997	4	-0.0
487338.998	6478943.001	2	-0.00616438512
487338.998	6478943.001	4	-0.0
490988.9966	6481895.999	2	-0.0024323319188
490988.9966	6481895.999	4	-0.0
486969.011	6485232.447	2	-0.0151751687272
486969.011	6485232.447	4	-0.0
488110.8121	6486539.818	4	-0.00064687992
486883.5668	6486256.24	4	-0.001511606166
496336.0002	6487931.0	4	-0.0
499371.0025	6488860.003	10	-0.0010206783402192
499371.0025	6488860.003	12	-0.0052810653380971195
497448.996	6488753.001	10	-0.0
497448.996	6488753.001	12	-0.0
497439.9986	6488872.999	10	-0.0016471338512
497439.9986	6488872.999	12	-0.0
504580.9986	6491309.999	4	-0.0
512731.9984	6492262.998	12	-0.0
508364.0054	6489278.003	12	-0.0033931388588
514047.0043	6489268.004	12	-0.0095900899434
514047.0043	6489268.004	14	-0.0
495133.0052	6481138.003	2	-0.0092612276076
495133.0052	6481138.003	4	-0.0
495288.0003	6482734.998	2	-6.34196e-05
497294.0046	6481357.0	6	-0.002536784
496740.9985	6479944.003	2	-0.0
496740.9985	6479944.003	4	-0.0
497251.0027	6483185.999	2	-0.001647641208
497251.0027	6483185.999	4	-0.0
498125.9957	6483787.998	2	-0.000136986336
497876.0041	6483779.998	4	-0.0
497876.0041	6483779.998	6	-0.0
494046.9982	6483585.996	2	-0.00158549
494046.9982	6483585.996	4	-0.0
495283.0013	6481551.998	10	-0.0
496828.0001	6478534.002	2	-0.0032881794208
496828.0001	6478534.002	4	-0.0
496152.0001	6478259.003	2	-0.00489123665
496152.0001	6478259.003	4	-0.0
494389.9966	6478617.001	4	-0.0
497755.9989	6480210.001	2	-0.0
497755.9989	6480210.001	4	-0.0
496356.998	6480018.0	4	-0.0026560762676
496356.998	6480018.0	8	-0.0
497122.9453	6483038.502	4	-0.000774987512
493840.9999	6483412.999	4	-0.0
501139.9991	6485547.999	4	-0.0
502383.0052	6482239.0	2	-0.0017123292
502383.0052	6482239.0	4	-0.0
503600.0002	6482567.004	2	-0.0027397267199999998
503600.0002	6482567.004	4	-0.0
500393.9955	6480558.999	2	-0.00158549
500393.9955	6480558.999	4	-0.0
503408.0038	6482378.995	2	-0.001902588
503408.0038	6482378.995	4	-0.0
502104.0044	6481841.999	2	-0.000475647
502104.0044	6481841.999	4	-0.0
505702.997	6482127.999	2	-0.0
505702.997	6482127.999	4	-0.0
502244.0012	6480792.0	4	-0.001109843
502244.0012	6480792.0	6	-0.0
485756.31	6474272.343	2	-0.009397357779
485631.0024	6470485.995	2	-0.000501966134
482221.5514	6474035.837	4	-0.0
489544.9969	6471319.0	2	-0.003328577706
489544.9969	6471319.0	4	-0.0
495014.9991	6476221.998	4	-6.325153806e-05
495014.9991	6476221.998	6	-5.280632994e-05
490292.1149	6488382.098	6	-0.0002564688624
497969.1301	6493316.075	4	-5.1449150499999997e-05
485351.1482	6492802.101	4	-0.00130961474
485351.1482	6492802.101	4	-0.00130961474
485351.1482	6492802.101	4	-0.00130961474
483642.0868	6479446.198	4	-0.0
484877.0245	6481866.794	4	-0.0
488816.0166	6487486.129	4	-0.0
487858.3176	6492489.609	4	-0.0
489823.3203	6488476.898	4	-0.0
483862.1671	6492522.682	4	-0.0
480832.006	6488551.315	2	-0.0
482706.0818	6473549.263	2	-0.0
489831.5886	6489475.94	4	-0.0
482854.8661	6491531.907	4	-0.0
