1972-12-31	11.6735
1973-12-31	11.49925
1974-12-31	11.66132
1975-12-31	11.63138
1976-12-31	11.75022
1977-12-31	12.048
1978-12-31	12.08018
1979-12-31	12.415189999999999
1980-12-31	12.34568
1981-12-31	12.2516
1982-12-31	12.388630000000001
1983-12-31	12.2553
1984-12-31	12.1486
1985-12-31	11.86795
1986-12-31	12.09493
1987-12-31	11.865730000000001
1988-12-31	11.86464
1989-12-31	11.07415
1990-12-31	10.935310000000001
1991-12-31	10.80525
1992-12-31	10.73828
1993-12-31	11.03229
1994-12-31	11.52875
1995-12-31	11.455160000000001
1996-12-31	11.3085
1997-12-31	11.25784
1998-12-31	11.32958
1999-12-31	11.33567
2000-12-31	11.61195
2001-12-31	11.737260000000001
2002-12-31	11.44036
2003-12-31	11.30311
2004-12-31	11.08085
2005-12-31	10.62225
2006-12-31	10.545589999999999
2007-12-31	10.6093
2008-12-31	10.44021
2009-12-31	10.49272
2010-12-31	10.67871
2011-12-31	10.53857
