1972-12-31	17.9888
1973-12-31	18.09895
1974-12-31	12.74954
1975-12-31	6.858669
1976-12-31	9.676502000000001
1977-12-31	9.943194
1978-12-31	14.09815
1979-12-31	13.49965
1980-12-31	15.29275
1981-12-31	15.21657
1982-12-31	6.704352
1983-12-31	6.412262999999999
1984-12-31	14.10658
1985-12-31	16.13934
1986-12-31	13.66155
1987-12-31	13.84595
1988-12-31	10.76492
1989-12-31	8.529442999999999
1990-12-31	7.603503
1991-12-31	8.124369
1992-12-31	4.757479
1993-12-31	-0.8489188
1994-12-31	3.7655800000000004
1995-12-31	1.111262
1996-12-31	3.094642
1997-12-31	2.714255
1998-12-31	1.943705
1999-12-31	1.5356049999999999
2000-12-31	4.297708
2001-12-31	0.9819466
2002-12-31	2.03611
2003-12-31	-0.6290623000000001
2004-12-31	-1.219302
2005-12-31	-4.9863599999999995
2006-12-31	-4.615473000000001
2007-12-31	-0.3655261
2008-12-31	-0.3193787
2009-12-31	0.8636568000000001
2010-12-31	-1.836691
2011-12-31	-0.5646141
