489950.0	6489600.0	-0.0062568810248604
496717.0	6491489.0	-2.7016742770167428e-05
495012.0	6490787.0	-0.0005612633181126
492830.0	6488401.0	-0.0006614662607813
494338.0	6492443.0	0.0
493729.0	6489297.0	0.0
489032.0	6493881.0	-0.001753805175038
488602.0	6492660.0	0.0
486881.0	6486146.0	-0.0005726788432267
487061.0	6484517.0	-0.0003535958904109
487791.0	6484894.0	-0.0012881468797564
485702.0	6474528.0	-0.0024169203450025
484752.0	6477299.0	0.0
494542.0	6494594.0	0.0
486034.0	6472641.0	-0.001611174530695
484908.0	6478696.0	-0.0018274353120243
485066.0	6469512.0	-0.0001625126839167
485707.0	6470125.0	-0.0005260654490106
491216.0	6473332.0	-0.0005862189244038
485893.0	6476606.0	0.0
486542.0	6477595.0	-8.656773211567733e-05
485906.0	6474812.0	-0.0033146879756468
485623.0	6474819.0	-0.0013508371385083
490593.0	6485397.0	-0.0019504693049213
491636.0	6486874.0	0.0
491636.0	6487732.0	0.0
492471.0	6480596.0	-0.0018040969051243
494818.0	6481572.0	0.0
494351.0	6478525.0	-0.0011430428716387
495815.0	6481722.0	0.0
494719.0	6482260.0	-0.0007621765601217
496302.0	6481483.0	0.0
497151.0	6481496.0	-0.0162514586504312
500874.0	6491484.0	-0.0005720446473871
491107.0	6473288.0	0.0
490781.0	6472800.0	0.0
500421.0	6487554.0	-1.5854895991882294e-07
507883.16	6483529.5	-0.0027769850329781
489014.0	6480023.0	-0.000279204718417
484959.0	6476875.0	0.0
489886.0	6480651.0	0.0
487739.3	6479316.5	-0.002820237189244
489562.0	6480410.0	0.0
488272.0	6479194.0	-0.0004342656012176
485438.0	6479601.0	0.0
484749.0	6478080.0	-0.0041012176560121
494414.0	6489613.0	-0.0013222983257229
495639.0	6489718.0	-0.0021753139269406
493171.0	6488533.0	0.0
498227.0	6490925.0	-0.0006877853881278
499164.0	6489773.0	0.0
492260.0	6475623.0	-0.00160933536276
493566.0	6477500.0	-0.0012932838660578
493956.0	6478037.0	-0.0001801433282597
492790.0	6476501.0	-9.449518011161849e-05
491576.0	6473956.0	0.0
493601.0	6477609.0	-0.003027207001522
502311.0	6486486.0	0.0
485651.0	6470494.0	-0.0357625570776255
485425.0	6489420.0	-0.0002777777777777
506978.0	6483460.0	-0.0001701388888888
504350.0	6484210.0	-0.0001388888888888
