Modélisation du bassin de la SOMME Nappe_Libre (hallue.rma) [V7.5]
Date           	Date           	Entr_Limit     	Sort_Limit     	Entr_Intern_fix	Sort_Intern_fix	Dénoy_Pompage  	Désaturation   	Débordement    	Recharge_nappe 	Évaporat_nappe 	Exces_Irrigat  	Stockage_Posit 	Stockage_Négat 	Rivière->Nappe 	Nappe->Rivière 	Éch_Phas_Posit 	Éch_Phas_Négat 	Drains->Nappe  	Nappe->Drains  	Lacs->Nappe    	Nappe->Lacs    	Transpir_Racin 	Glob_Limites   	Glob_Intern_fix	Glob_Stock     	Glob_Riv_Nappe 	Abs_Déb_Résid  	Déb_Résid_Maxi 	%_Non_Converg  	d_BilQ_Global  	d_BilQ<->QFixé 	Glob_Drain_Napp	Glob_Lacs_Nappe	d_BilanVol_Pas 	%_Non_CV_Gl_Pas	Nombre_Désatur 	Nombre_Suintem 	Nombre_Itérat  	
10/08/1995 00:00	   222.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
11/08/1995 00:00	   223.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
12/08/1995 00:00	   224.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
13/08/1995 00:00	   225.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
14/08/1995 00:00	   226.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
15/08/1995 00:00	   227.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
16/08/1995 00:00	   228.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
17/08/1995 00:00	   229.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
18/08/1995 00:00	   230.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
19/08/1995 00:00	   231.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
20/08/1995 00:00	   232.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
21/08/1995 00:00	   233.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
22/08/1995 00:00	   234.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
23/08/1995 00:00	   235.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
24/08/1995 00:00	   236.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
25/08/1995 00:00	   237.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
26/08/1995 00:00	   238.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
27/08/1995 00:00	   239.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
28/08/1995 00:00	   240.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
29/08/1995 00:00	   241.0000    	   63954.82    	  -830.0180    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -33616.56    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   98805.80    	  -128315.5    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   63124.80    	   0.000000    	   0.000000    	  -29509.67    	   2.176030    	  0.1459852    	      0.0013369	  -1.436035    	  -1.436035    	   0.000000    	   0.000000    	   0.000000    	      0.0011191	   7.000000    	   5.000000    	   50.00000    	
