Modélisation du bassin de la SOMME Nappe_Libre (hallue.rma) [V7.5]
Date           	Date           	Charge         	Charge         	Charge         	Débit          	Débit          	Débit          	Débit_Rivi     	Débit_Rivi     	Rabattem       	Rabattem       	Rabattem       	
hallue         	hallue         	X19_Y38        	X20_Y42        	X18_Y33        	X19_Y38        	X20_Y42        	X18_Y33        	X24_Y48        	X22_Y40        	X19_Y38        	X20_Y42        	X18_Y33        	
 <Date>        	 <Date>        	h_aqu_con      	h_agri         	h_aep          	q_con          	q_agri         	q_aep          	q_riv_con      	q_riv          	r_con          	r_agri         	r_aep          	
09/03/1999 00:00	   1529.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
10/03/1999 00:00	   1530.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
11/03/1999 00:00	   1531.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
12/03/1999 00:00	   1532.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
13/03/1999 00:00	   1533.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
14/03/1999 00:00	   1534.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
15/03/1999 00:00	   1535.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
16/03/1999 00:00	   1536.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
17/03/1999 00:00	   1537.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
18/03/1999 00:00	   1538.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
19/03/1999 00:00	   1539.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
20/03/1999 00:00	   1540.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
21/03/1999 00:00	   1541.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
22/03/1999 00:00	   1542.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
23/03/1999 00:00	   1543.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
24/03/1999 00:00	   1544.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
25/03/1999 00:00	   1545.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
26/03/1999 00:00	   1546.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
27/03/1999 00:00	   1547.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
28/03/1999 00:00	   1548.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
29/03/1999 00:00	   1549.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
30/03/1999 00:00	   1550.000    	   39.16637    	   35.02626    	   46.01555    	  4.7699407E-08	  -5313.060    	  -1523.826    	   2.078128    	   2.003669    	  0.4885606    	 -0.1249731    	  -1.726758    	
31/03/1999 00:00	   1551.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
01/04/1999 00:00	   1552.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
02/04/1999 00:00	   1553.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
03/04/1999 00:00	   1554.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
04/04/1999 00:00	   1555.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
05/04/1999 00:00	   1556.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
06/04/1999 00:00	   1557.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
07/04/1999 00:00	   1558.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
08/04/1999 00:00	   1559.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
09/04/1999 00:00	   1560.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
10/04/1999 00:00	   1561.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
11/04/1999 00:00	   1562.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
12/04/1999 00:00	   1563.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
13/04/1999 00:00	   1564.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
14/04/1999 00:00	   1565.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
15/04/1999 00:00	   1566.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
16/04/1999 00:00	   1567.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
17/04/1999 00:00	   1568.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
18/04/1999 00:00	   1569.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
19/04/1999 00:00	   1570.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
20/04/1999 00:00	   1571.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
21/04/1999 00:00	   1572.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
22/04/1999 00:00	   1573.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
23/04/1999 00:00	   1574.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
24/04/1999 00:00	   1575.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
25/04/1999 00:00	   1576.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
26/04/1999 00:00	   1577.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
27/04/1999 00:00	   1578.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
28/04/1999 00:00	   1579.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
29/04/1999 00:00	   1580.000    	   39.35290    	   35.02481    	   46.49830    	  5.4027378E-08	  -5665.145    	  -1524.588    	   2.173388    	   2.096696    	  0.6750907    	 -0.1264244    	  -1.244006    	
30/04/1999 00:00	   1581.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
01/05/1999 00:00	   1582.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
02/05/1999 00:00	   1583.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
03/05/1999 00:00	   1584.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
04/05/1999 00:00	   1585.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
05/05/1999 00:00	   1586.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
06/05/1999 00:00	   1587.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
07/05/1999 00:00	   1588.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
08/05/1999 00:00	   1589.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
09/05/1999 00:00	   1590.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
10/05/1999 00:00	   1591.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
11/05/1999 00:00	   1592.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
12/05/1999 00:00	   1593.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
13/05/1999 00:00	   1594.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
14/05/1999 00:00	   1595.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
15/05/1999 00:00	   1596.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
16/05/1999 00:00	   1597.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
17/05/1999 00:00	   1598.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
18/05/1999 00:00	   1599.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
19/05/1999 00:00	   1600.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
20/05/1999 00:00	   1601.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
21/05/1999 00:00	   1602.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
22/05/1999 00:00	   1603.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
23/05/1999 00:00	   1604.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
24/05/1999 00:00	   1605.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
25/05/1999 00:00	   1606.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
26/05/1999 00:00	   1607.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
27/05/1999 00:00	   1608.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
28/05/1999 00:00	   1609.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
29/05/1999 00:00	   1610.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
30/05/1999 00:00	   1611.000    	   39.36180    	   35.01854    	   46.64397    	  1.0260095E-09	  -5500.752    	  -1525.350    	   1.874300    	   1.841789    	  0.6839928    	 -0.1326945    	  -1.098344    	
31/05/1999 00:00	   1612.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
01/06/1999 00:00	   1613.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
02/06/1999 00:00	   1614.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
03/06/1999 00:00	   1615.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
04/06/1999 00:00	   1616.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
05/06/1999 00:00	   1617.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
06/06/1999 00:00	   1618.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
07/06/1999 00:00	   1619.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
08/06/1999 00:00	   1620.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
09/06/1999 00:00	   1621.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
10/06/1999 00:00	   1622.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
11/06/1999 00:00	   1623.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
12/06/1999 00:00	   1624.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
13/06/1999 00:00	   1625.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
14/06/1999 00:00	   1626.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
15/06/1999 00:00	   1627.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
16/06/1999 00:00	   1628.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
17/06/1999 00:00	   1629.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
18/06/1999 00:00	   1630.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
19/06/1999 00:00	   1631.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
20/06/1999 00:00	   1632.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
21/06/1999 00:00	   1633.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
22/06/1999 00:00	   1634.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
23/06/1999 00:00	   1635.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
24/06/1999 00:00	   1636.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
25/06/1999 00:00	   1637.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
26/06/1999 00:00	   1638.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
27/06/1999 00:00	   1639.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
28/06/1999 00:00	   1640.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
29/06/1999 00:00	   1641.000    	   39.27352    	   35.01343    	   46.54829    	  4.2406755E-08	  -5139.466    	  -1627.854    	   1.606829    	   1.617277    	  0.5957088    	 -0.1377967    	  -1.194022    	
30/06/1999 00:00	   1642.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
01/07/1999 00:00	   1643.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
02/07/1999 00:00	   1644.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
03/07/1999 00:00	   1645.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
04/07/1999 00:00	   1646.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
05/07/1999 00:00	   1647.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
06/07/1999 00:00	   1648.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
07/07/1999 00:00	   1649.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
08/07/1999 00:00	   1650.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
09/07/1999 00:00	   1651.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
10/07/1999 00:00	   1652.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
11/07/1999 00:00	   1653.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
12/07/1999 00:00	   1654.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
13/07/1999 00:00	   1655.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
14/07/1999 00:00	   1656.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
15/07/1999 00:00	   1657.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
16/07/1999 00:00	   1658.000    	   39.14674    	   35.00967    	   46.33378    	  5.8448010E-07	  -4743.924    	  -1730.460    	   1.389628    	   1.434271    	  0.4689310    	 -0.1415595    	  -1.408526    	
